uid,sent_id,source,group,dataset,words,rules,unique_rules
fakebr:1129,fakebr:1129-2,fakebr,machine,fakebr_machine,43,17,10
fakebr:1129,fakebr:1129-3,fakebr,machine,fakebr_machine,34,13,5
fakebr:1129,fakebr:1129-4,fakebr,machine,fakebr_machine,43,25,9
fakebr:1129,fakebr:1129-5,fakebr,machine,fakebr_machine,27,15,6
fakebr:1129,fakebr:1129-6,fakebr,machine,fakebr_machine,38,19,9
fakebr:1129,fakebr:1129-7,fakebr,machine,fakebr_machine,34,16,11
fakebr:1129,fakebr:1129-8,fakebr,machine,fakebr_machine,41,13,9
fakebr:1129,fakebr:1129-9,fakebr,machine,fakebr_machine,40,20,14
fakebr:1129,fakebr:1129-10,fakebr,machine,fakebr_machine,57,35,14
fakebr:1129,fakebr:1129-11,fakebr,machine,fakebr_machine,52,20,10
fakebr:1129,fakebr:1129-12,fakebr,machine,fakebr_machine,26,19,11
fakebr:1129,fakebr:1129-13,fakebr,machine,fakebr_machine,42,20,11
fakebr:2623,fakebr:2623-1,fakebr,human,fakebr_human,16,7,5
fakebr:2623,fakebr:2623-2,fakebr,human,fakebr_human,5,0,0
fakebr:2623,fakebr:2623-3,fakebr,human,fakebr_human,11,0,0
fakebr:2623,fakebr:2623-4,fakebr,human,fakebr_human,25,16,11
fakebr:2623,fakebr:2623-5,fakebr,human,fakebr_human,27,7,5
fakebr:2623,fakebr:2623-6,fakebr,human,fakebr_human,36,14,9
fakebr:2623,fakebr:2623-7,fakebr,human,fakebr_human,36,13,9
fakebr:2623,fakebr:2623-8,fakebr,human,fakebr_human,9,4,3
fakebr:2623,fakebr:2623-9,fakebr,human,fakebr_human,23,8,6
fakebr:2623,fakebr:2623-10,fakebr,human,fakebr_human,25,8,5
fakebr:2623,fakebr:2623-11,fakebr,human,fakebr_human,16,2,2
fakebr:2623,fakebr:2623-1,fakebr,machine,fakebr_machine,3,0,0
fakebr:2623,fakebr:2623-2,fakebr,machine,fakebr_machine,20,8,6
fakebr:2623,fakebr:2623-3,fakebr,machine,fakebr_machine,60,18,11
fakebr:2623,fakebr:2623-4,fakebr,machine,fakebr_machine,43,22,12
fakebr:2623,fakebr:2623-5,fakebr,machine,fakebr_machine,56,27,16
fakebr:2623,fakebr:2623-6,fakebr,machine,fakebr_machine,33,14,9
fakebr:2623,fakebr:2623-7,fakebr,machine,fakebr_machine,43,15,9
fakebr:2623,fakebr:2623-8,fakebr,machine,fakebr_machine,39,20,10
fakebr:2623,fakebr:2623-9,fakebr,machine,fakebr_machine,36,14,7
fakebr:2623,fakebr:2623-10,fakebr,machine,fakebr_machine,23,8,6
fakebr:2623,fakebr:2623-11,fakebr,machine,fakebr_machine,29,9,7
fakebr:2623,fakebr:2623-12,fakebr,machine,fakebr_machine,36,10,8
fakebr:2623,fakebr:2623-13,fakebr,machine,fakebr_machine,31,17,10
fakebr:2623,fakebr:2623-14,fakebr,machine,fakebr_machine,25,11,5
fakebr:2623,fakebr:2623-15,fakebr,machine,fakebr_machine,45,20,10
fakebr:2623,fakebr:2623-16,fakebr,machine,fakebr_machine,41,24,11
fakebr:2623,fakebr:2623-17,fakebr,machine,fakebr_machine,10,4,3
fakebr:2623,fakebr:2623-18,fakebr,machine,fakebr_machine,28,15,8
fakebr:3020,fakebr:3020-1,fakebr,human,fakebr_human,5,0,0
fakebr:3020,fakebr:3020-2,fakebr,human,fakebr_human,14,7,6
fakebr:3020,fakebr:3020-3,fakebr,human,fakebr_human,33,10,5
fakebr:3020,fakebr:3020-4,fakebr,human,fakebr_human,16,5,5
fakebr:3020,fakebr:3020-5,fakebr,human,fakebr_human,20,4,4
fakebr:3020,fakebr:3020-6,fakebr,human,fakebr_human,21,4,4
fakebr:3020,fakebr:3020-7,fakebr,human,fakebr_human,23,7,5
fakebr:3020,fakebr:3020-1,fakebr,machine,fakebr_machine,2,0,0
fakebr:3020,fakebr:3020-2,fakebr,machine,fakebr_machine,28,12,8
fakebr:3020,fakebr:3020-3,fakebr,machine,fakebr_machine,49,20,12
fakebr:3020,fakebr:3020-4,fakebr,machine,fakebr_machine,60,21,12
fakebr:3020,fakebr:3020-5,fakebr,machine,fakebr_machine,36,19,12
fakebr:3020,fakebr:3020-6,fakebr,machine,fakebr_machine,61,22,13
fakebr:3020,fakebr:3020-7,fakebr,machine,fakebr_machine,45,18,10
fakebr:3020,fakebr:3020-8,fakebr,machine,fakebr_machine,47,25,14
fakebr:3020,fakebr:3020-9,fakebr,machine,fakebr_machine,34,15,9
fakebr:3020,fakebr:3020-10,fakebr,machine,fakebr_machine,53,21,12
fakebr:3020,fakebr:3020-11,fakebr,machine,fakebr_machine,37,11,7
fakebr:3020,fakebr:3020-12,fakebr,machine,fakebr_machine,48,33,15
fakebr:3020,fakebr:3020-13,fakebr,machine,fakebr_machine,22,16,9
fakebr:3041,fakebr:3041-1,fakebr,human,fakebr_human,11,2,2
fakebr:3041,fakebr:3041-2,fakebr,human,fakebr_human,5,2,2
fakebr:3041,fakebr:3041-3,fakebr,human,fakebr_human,30,10,5
fakebr:3041,fakebr:3041-4,fakebr,human,fakebr_human,36,14,7
fakebr:3041,fakebr:3041-5,fakebr,human,fakebr_human,5,0,0
fakebr:3041,fakebr:3041-6,fakebr,human,fakebr_human,36,18,11
fakebr:3041,fakebr:3041-7,fakebr,human,fakebr_human,13,4,4
fakebr:3041,fakebr:3041-8,fakebr,human,fakebr_human,45,18,9
fakebr:3041,fakebr:3041-9,fakebr,human,fakebr_human,19,7,7
fakebr:3041,fakebr:3041-1,fakebr,machine,fakebr_machine,5,2,2
fakebr:3041,fakebr:3041-2,fakebr,machine,fakebr_machine,23,5,5
fakebr:3041,fakebr:3041-3,fakebr,machine,fakebr_machine,57,21,11
fakebr:3041,fakebr:3041-4,fakebr,machine,fakebr_machine,32,19,10
fakebr:3041,fakebr:3041-5,fakebr,machine,fakebr_machine,42,14,10
fakebr:3041,fakebr:3041-6,fakebr,machine,fakebr_machine,44,17,10
fakebr:3041,fakebr:3041-7,fakebr,machine,fakebr_machine,33,17,10
fakebr:3041,fakebr:3041-8,fakebr,machine,fakebr_machine,36,12,8
fakebr:3041,fakebr:3041-9,fakebr,machine,fakebr_machine,33,13,9
fakebr:3041,fakebr:3041-10,fakebr,machine,fakebr_machine,11,6,5
fakebr:3041,fakebr:3041-11,fakebr,machine,fakebr_machine,39,17,11
fakebr:3041,fakebr:3041-12,fakebr,machine,fakebr_machine,13,4,3
fakebr:3041,fakebr:3041-13,fakebr,machine,fakebr_machine,22,6,5
fakebr:3041,fakebr:3041-14,fakebr,machine,fakebr_machine,39,17,10
fakebr:3041,fakebr:3041-15,fakebr,machine,fakebr_machine,22,10,6
fakebr:421,fakebr:421-1,fakebr,human,fakebr_human,18,6,3
fakebr:421,fakebr:421-2,fakebr,human,fakebr_human,7,3,3
fakebr:421,fakebr:421-3,fakebr,human,fakebr_human,27,2,2
fakebr:421,fakebr:421-4,fakebr,human,fakebr_human,9,2,2
fakebr:421,fakebr:421-5,fakebr,human,fakebr_human,18,2,2
fakebr:421,fakebr:421-6,fakebr,human,fakebr_human,21,4,3
fakebr:421,fakebr:421-7,fakebr,human,fakebr_human,24,10,5
fakebr:421,fakebr:421-8,fakebr,human,fakebr_human,25,7,4
fakebr:421,fakebr:421-9,fakebr,human,fakebr_human,23,12,8
fakebr:421,fakebr:421-10,fakebr,human,fakebr_human,28,17,8
fakebr:421,fakebr:421-11,fakebr,human,fakebr_human,25,9,5
fakebr:421,fakebr:421-12,fakebr,human,fakebr_human,11,4,3
fakebr:421,fakebr:421-1,fakebr,machine,fakebr_machine,18,9,7
fakebr:421,fakebr:421-2,fakebr,machine,fakebr_machine,45,22,13
fakebr:421,fakebr:421-3,fakebr,machine,fakebr_machine,43,22,11
fakebr:421,fakebr:421-4,fakebr,machine,fakebr_machine,39,25,11
fakebr:421,fakebr:421-5,fakebr,machine,fakebr_machine,45,18,12
fakebr:421,fakebr:421-6,fakebr,machine,fakebr_machine,41,17,10
fakebr:421,fakebr:421-7,fakebr,machine,fakebr_machine,25,7,6
fakebr:421,fakebr:421-8,fakebr,machine,fakebr_machine,55,29,15
fakebr:421,fakebr:421-9,fakebr,machine,fakebr_machine,50,19,11
fakebr:421,fakebr:421-10,fakebr,machine,fakebr_machine,26,12,8
fakebr:421,fakebr:421-11,fakebr,machine,fakebr_machine,49,27,12
fakebr:421,fakebr:421-12,fakebr,machine,fakebr_machine,30,10,6
fakebr:421,fakebr:421-13,fakebr,machine,fakebr_machine,35,25,11
fakebr:421,fakebr:421-14,fakebr,machine,fakebr_machine,14,8,7
fakebr:421,fakebr:421-15,fakebr,machine,fakebr_machine,52,39,16
fakebr:458,fakebr:458-1,fakebr,human,fakebr_human,6,2,2
fakebr:458,fakebr:458-2,fakebr,human,fakebr_human,11,2,2
fakebr:458,fakebr:458-3,fakebr,human,fakebr_human,32,10,6
fakebr:458,fakebr:458-4,fakebr,human,fakebr_human,30,6,4
fakebr:458,fakebr:458-5,fakebr,human,fakebr_human,40,12,8
fakebr:458,fakebr:458-6,fakebr,human,fakebr_human,20,5,3
fakebr:458,fakebr:458-7,fakebr,human,fakebr_human,32,14,6
fakebr:458,fakebr:458-8,fakebr,human,fakebr_human,16,6,4
fakebr:458,fakebr:458-9,fakebr,human,fakebr_human,30,11,7
fakebr:458,fakebr:458-10,fakebr,human,fakebr_human,4,2,2
fakebr:458,fakebr:458-11,fakebr,human,fakebr_human,13,4,4
fakebr:458,fakebr:458-12,fakebr,human,fakebr_human,27,6,5
fakebr:458,fakebr:458-13,fakebr,human,fakebr_human,21,9,5
fakebr:458,fakebr:458-14,fakebr,human,fakebr_human,36,14,10
fakebr:458,fakebr:458-15,fakebr,human,fakebr_human,50,19,10
fakebr:458,fakebr:458-1,fakebr,machine,fakebr_machine,3,0,0
fakebr:458,fakebr:458-2,fakebr,machine,fakebr_machine,19,4,4
fakebr:458,fakebr:458-3,fakebr,machine,fakebr_machine,43,11,8
fakebr:458,fakebr:458-4,fakebr,machine,fakebr_machine,29,13,7
fakebr:458,fakebr:458-5,fakebr,machine,fakebr_machine,33,16,8
fakebr:458,fakebr:458-6,fakebr,machine,fakebr_machine,30,13,8
fakebr:458,fakebr:458-7,fakebr,machine,fakebr_machine,46,18,12
fakebr:458,fakebr:458-8,fakebr,machine,fakebr_machine,28,7,6
fakebr:458,fakebr:458-9,fakebr,machine,fakebr_machine,44,23,11
fakebr:458,fakebr:458-10,fakebr,machine,fakebr_machine,48,21,13
fakebr:458,fakebr:458-11,fakebr,machine,fakebr_machine,41,11,7
fakebr:458,fakebr:458-12,fakebr,machine,fakebr_machine,38,15,7
fakebr:458,fakebr:458-13,fakebr,machine,fakebr_machine,27,7,4
fakebr:458,fakebr:458-14,fakebr,machine,fakebr_machine,59,24,14
fakebr:573,fakebr:573-1,fakebr,human,fakebr_human,9,3,3
fakebr:573,fakebr:573-2,fakebr,human,fakebr_human,29,6,4
fakebr:573,fakebr:573-3,fakebr,human,fakebr_human,32,14,9
fakebr:573,fakebr:573-4,fakebr,human,fakebr_human,30,11,4
fakebr:573,fakebr:573-5,fakebr,human,fakebr_human,43,30,17
fakebr:573,fakebr:573-6,fakebr,human,fakebr_human,12,2,2
fakebr:573,fakebr:573-7,fakebr,human,fakebr_human,17,6,5
fakebr:573,fakebr:573-8,fakebr,human,fakebr_human,43,19,11
fakebr:573,fakebr:573-9,fakebr,human,fakebr_human,25,9,7
fakebr:573,fakebr:573-10,fakebr,human,fakebr_human,5,2,2
fakebr:573,fakebr:573-11,fakebr,human,fakebr_human,8,2,2
fakebr:573,fakebr:573-12,fakebr,human,fakebr_human,22,9,6
fakebr:573,fakebr:573-1,fakebr,machine,fakebr_machine,19,10,7
fakebr:573,fakebr:573-2,fakebr,machine,fakebr_machine,35,9,6
fakebr:573,fakebr:573-3,fakebr,machine,fakebr_machine,25,8,6
fakebr:573,fakebr:573-4,fakebr,machine,fakebr_machine,42,24,11
fakebr:573,fakebr:573-5,fakebr,machine,fakebr_machine,36,15,11
fakebr:573,fakebr:573-6,fakebr,machine,fakebr_machine,33,13,8
fakebr:573,fakebr:573-7,fakebr,machine,fakebr_machine,49,20,13
fakebr:573,fakebr:573-8,fakebr,machine,fakebr_machine,51,20,11
fakebr:573,fakebr:573-9,fakebr,machine,fakebr_machine,21,4,4
fakebr:573,fakebr:573-10,fakebr,machine,fakebr_machine,31,14,9
fakebr:573,fakebr:573-11,fakebr,machine,fakebr_machine,31,12,9
fakebr:573,fakebr:573-12,fakebr,machine,fakebr_machine,55,22,12
fakebr:917,fakebr:917-1,fakebr,human,fakebr_human,7,0,0
fakebr:917,fakebr:917-2,fakebr,human,fakebr_human,12,4,4
fakebr:917,fakebr:917-3,fakebr,human,fakebr_human,16,4,4
fakebr:917,fakebr:917-4,fakebr,human,fakebr_human,22,6,5
fakebr:917,fakebr:917-5,fakebr,human,fakebr_human,18,10,7
fakebr:917,fakebr:917-6,fakebr,human,fakebr_human,19,2,2
fakebr:917,fakebr:917-7,fakebr,human,fakebr_human,8,2,2
fakebr:917,fakebr:917-8,fakebr,human,fakebr_human,5,0,0
fakebr:917,fakebr:917-9,fakebr,human,fakebr_human,11,4,3
fakebr:917,fakebr:917-10,fakebr,human,fakebr_human,11,4,4
fakebr:917,fakebr:917-11,fakebr,human,fakebr_human,6,0,0
fakebr:917,fakebr:917-1,fakebr,machine,fakebr_machine,6,2,2
fakebr:917,fakebr:917-2,fakebr,machine,fakebr_machine,3,0,0
fakebr:917,fakebr:917-3,fakebr,machine,fakebr_machine,12,2,2
fakebr:917,fakebr:917-4,fakebr,machine,fakebr_machine,44,16,12
fakebr:917,fakebr:917-5,fakebr,machine,fakebr_machine,11,2,2
fakebr:917,fakebr:917-6,fakebr,machine,fakebr_machine,42,14,8
fakebr:917,fakebr:917-7,fakebr,machine,fakebr_machine,26,9,5
fakebr:917,fakebr:917-8,fakebr,machine,fakebr_machine,20,7,5
fakebr:917,fakebr:917-9,fakebr,machine,fakebr_machine,29,11,7
fakebr:917,fakebr:917-10,fakebr,machine,fakebr_machine,35,11,7
fakebr:917,fakebr:917-11,fakebr,machine,fakebr_machine,33,19,12
fakebr:917,fakebr:917-12,fakebr,machine,fakebr_machine,35,13,7
fakebr:917,fakebr:917-13,fakebr,machine,fakebr_machine,15,7,6
fakebr:917,fakebr:917-14,fakebr,machine,fakebr_machine,28,13,9
fakebr:917,fakebr:917-15,fakebr,machine,fakebr_machine,16,3,2
fakebr:917,fakebr:917-16,fakebr,machine,fakebr_machine,36,18,11
fakebr:917,fakebr:917-17,fakebr,machine,fakebr_machine,18,6,3
fakebr:917,fakebr:917-18,fakebr,machine,fakebr_machine,25,5,4
fakebr:917,fakebr:917-19,fakebr,machine,fakebr_machine,32,14,8
fakebr:917,fakebr:917-20,fakebr,machine,fakebr_machine,10,2,2
fakebr:917,fakebr:917-21,fakebr,machine,fakebr_machine,45,18,9
fakebr:917,fakebr:917-22,fakebr,machine,fakebr_machine,24,7,5
fakebr:917,fakebr:917-23,fakebr,machine,fakebr_machine,30,10,6
fakebr:917,fakebr:917-24,fakebr,machine,fakebr_machine,17,6,5
faketruebr:1043,faketruebr:1043-1,faketruebr,human,faketruebr_human,11,4,3
faketruebr:1043,faketruebr:1043-2,faketruebr,human,faketruebr_human,16,9,7
faketruebr:1043,faketruebr:1043-3,faketruebr,human,faketruebr_human,50,28,14
faketruebr:1043,faketruebr:1043-4,faketruebr,human,faketruebr_human,78,33,17
faketruebr:1043,faketruebr:1043-1,faketruebr,machine,faketruebr_machine,62,14,9
faketruebr:1043,faketruebr:1043-2,faketruebr,machine,faketruebr_machine,26,4,4
faketruebr:1043,faketruebr:1043-3,faketruebr,machine,faketruebr_machine,41,20,10
faketruebr:1043,faketruebr:1043-4,faketruebr,machine,faketruebr_machine,22,9,6
faketruebr:1043,faketruebr:1043-5,faketruebr,machine,faketruebr_machine,43,18,13
faketruebr:1043,faketruebr:1043-6,faketruebr,machine,faketruebr_machine,25,15,10
faketruebr:1043,faketruebr:1043-7,faketruebr,machine,faketruebr_machine,56,25,13
faketruebr:1043,faketruebr:1043-8,faketruebr,machine,faketruebr_machine,61,33,17
faketruebr:1043,faketruebr:1043-9,faketruebr,machine,faketruebr_machine,34,12,8
faketruebr:1043,faketruebr:1043-10,faketruebr,machine,faketruebr_machine,26,10,6
faketruebr:1429,faketruebr:1429-1,faketruebr,human,faketruebr_human,16,13,8
faketruebr:1429,faketruebr:1429-2,faketruebr,human,faketruebr_human,49,39,15
faketruebr:1429,faketruebr:1429-3,faketruebr,human,faketruebr_human,6,0,0
faketruebr:1429,faketruebr:1429-4,faketruebr,human,faketruebr_human,9,2,2
faketruebr:1429,faketruebr:1429-5,faketruebr,human,faketruebr_human,12,8,7
faketruebr:1429,faketruebr:1429-6,faketruebr,human,faketruebr_human,9,2,2
faketruebr:1429,faketruebr:1429-7,faketruebr,human,faketruebr_human,5,0,0
faketruebr:1429,faketruebr:1429-8,faketruebr,human,faketruebr_human,16,9,6
faketruebr:1429,faketruebr:1429-9,faketruebr,human,faketruebr_human,21,9,5
faketruebr:1429,faketruebr:1429-10,faketruebr,human,faketruebr_human,12,4,3
faketruebr:1429,faketruebr:1429-11,faketruebr,human,faketruebr_human,20,23,12
faketruebr:1429,faketruebr:1429-12,faketruebr,human,faketruebr_human,27,14,8
faketruebr:1429,faketruebr:1429-13,faketruebr,human,faketruebr_human,20,9,5
faketruebr:1429,faketruebr:1429-14,faketruebr,human,faketruebr_human,4,2,2
faketruebr:1429,faketruebr:1429-15,faketruebr,human,faketruebr_human,13,6,4
faketruebr:1429,faketruebr:1429-16,faketruebr,human,faketruebr_human,21,20,10
faketruebr:1429,faketruebr:1429-1,faketruebr,machine,faketruebr_machine,15,8,7
faketruebr:1429,faketruebr:1429-2,faketruebr,machine,faketruebr_machine,4,2,2
faketruebr:1429,faketruebr:1429-3,faketruebr,machine,faketruebr_machine,53,31,14
faketruebr:1429,faketruebr:1429-4,faketruebr,machine,faketruebr_machine,47,31,14
faketruebr:1429,faketruebr:1429-5,faketruebr,machine,faketruebr_machine,32,15,11
faketruebr:1429,faketruebr:1429-6,faketruebr,machine,faketruebr_machine,31,14,9
faketruebr:1429,faketruebr:1429-7,faketruebr,machine,faketruebr_machine,24,13,9
faketruebr:1429,faketruebr:1429-8,faketruebr,machine,faketruebr_machine,39,23,10
faketruebr:1429,faketruebr:1429-9,faketruebr,machine,faketruebr_machine,28,6,4
faketruebr:1429,faketruebr:1429-10,faketruebr,machine,faketruebr_machine,38,22,13
faketruebr:1429,faketruebr:1429-11,faketruebr,machine,faketruebr_machine,25,10,6
faketruebr:1429,faketruebr:1429-12,faketruebr,machine,faketruebr_machine,34,20,10
faketruebr:1429,faketruebr:1429-13,faketruebr,machine,faketruebr_machine,29,13,7
faketruebr:1429,faketruebr:1429-14,faketruebr,machine,faketruebr_machine,40,21,7
faketruebr:1587,faketruebr:1587-1,faketruebr,human,faketruebr_human,35,26,12
faketruebr:1587,faketruebr:1587-2,faketruebr,human,faketruebr_human,26,10,6
faketruebr:1587,faketruebr:1587-3,faketruebr,human,faketruebr_human,13,4,3
faketruebr:1587,faketruebr:1587-4,faketruebr,human,faketruebr_human,24,5,3
faketruebr:1587,faketruebr:1587-5,faketruebr,human,faketruebr_human,58,27,15
faketruebr:1587,faketruebr:1587-1,faketruebr,machine,faketruebr_machine,15,6,5
faketruebr:1587,faketruebr:1587-2,faketruebr,machine,faketruebr_machine,45,20,13
faketruebr:1587,faketruebr:1587-3,faketruebr,machine,faketruebr_machine,26,15,8
faketruebr:1587,faketruebr:1587-4,faketruebr,machine,faketruebr_machine,30,19,9
faketruebr:1587,faketruebr:1587-5,faketruebr,machine,faketruebr_machine,48,15,8
faketruebr:1587,faketruebr:1587-6,faketruebr,machine,faketruebr_machine,47,20,11
faketruebr:1587,faketruebr:1587-7,faketruebr,machine,faketruebr_machine,19,7,5
faketruebr:1587,faketruebr:1587-8,faketruebr,machine,faketruebr_machine,24,10,4
faketruebr:1587,faketruebr:1587-9,faketruebr,machine,faketruebr_machine,45,14,9
faketruebr:1773,faketruebr:1773-1,faketruebr,human,faketruebr_human,12,7,5
faketruebr:1773,faketruebr:1773-2,faketruebr,human,faketruebr_human,11,9,6
faketruebr:1773,faketruebr:1773-3,faketruebr,human,faketruebr_human,3,0,0
faketruebr:1773,faketruebr:1773-4,faketruebr,human,faketruebr_human,12,2,2
faketruebr:1773,faketruebr:1773-5,faketruebr,human,faketruebr_human,7,2,2
faketruebr:1773,faketruebr:1773-6,faketruebr,human,faketruebr_human,24,6,4
faketruebr:1773,faketruebr:1773-7,faketruebr,human,faketruebr_human,17,16,9
faketruebr:1773,faketruebr:1773-1,faketruebr,machine,faketruebr_machine,22,11,7
