rule,human_mean,machine_mean,difference,abs_difference,human_docs,machine_docs,pct_human_docs,pct_machine_docs,u_statistic,u_p_value,cohens_d,effect_size,characteristic_of,q_value,significant_fdr_005
"NOUN(ADP/case, *, ADJ/amod, VERB/acl:relcl)",0.0,0.021827400685205667,-0.021827400685205667,0.021827400685205667,0,5,0.0,25.0,150.0,0.019798992920099685,-0.8127171563018621,large,machine,0.05752914923953493,False
"VERB(PUNCT/punct, *, NOUN/obj, NOUN/obl)",0.0,0.021641065143243134,-0.021641065143243134,0.021641065143243134,0,5,0.0,25.0,150.0,0.019798992920099685,-0.8131852537321137,large,machine,0.05752914923953493,False
"ADV(*, PUNCT/punct)",0.0,0.021531798260139883,-0.021531798260139883,0.021531798260139883,0,5,0.0,25.0,150.0,0.019798992920099685,-0.811183479048723,large,machine,0.05752914923953493,False
"NOUN(DET/det, *, PROPN/nmod, NOUN/conj)",0.0,0.020793803200643234,-0.020793803200643234,0.020793803200643234,0,5,0.0,25.0,150.0,0.019798992920099685,-0.8144376986499086,large,machine,0.05752914923953493,False
"NOUN(DET/det, *, ADJ/amod, NOUN/nmod)",0.015537541683905504,0.03630745325656749,-0.02076991157266199,0.02076991157266199,4,13,20.0,65.0,131.0,0.0395282157750116,-0.6922579128958869,medium,machine,0.10145575382252979,False
"NOUN(ADP/case, DET/det, *, PROPN/nmod)",0.01907336552203487,0.039547927373775535,-0.020474561851740666,0.020474561851740666,7,18,35.0,90.0,129.0,0.050090974962005375,-0.957694202463471,large,machine,0.12244460546267981,False
X(*),0.030206985451625812,0.010915822169752287,0.019291163281873525,0.019291163281873525,6,3,30.0,15.0,239.0,0.15438894403469147,0.5064741575471747,medium,human,0.2678511452282406,False
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name)",0.007303770553351581,0.026200499056707034,-0.018896728503355453,0.018896728503355453,2,8,10.0,40.0,140.0,0.03431081295232772,-0.6777830185249589,medium,machine,0.09269938937997313,False
"NOUN(ADP/case, NUM/nummod, *)",0.03658194193492589,0.017701452969801856,0.018880488965124037,0.018880488965124037,9,6,45.0,30.0,251.0,0.11618687227796488,0.525066621061806,medium,human,0.23237374455592977,False
"NOUN(ADP/case, DET/det, ADJ/amod, *, NOUN/nmod)",0.003186497780645208,0.021855707530724536,-0.018669209750079328,0.018669209750079328,1,5,5.0,25.0,157.5,0.06746399878132199,-0.6503236347471627,medium,machine,0.15506650466154606,False
"NOUN(PUNCT/punct, *)",0.029556840122012283,0.01110421102076473,0.018452629101247554,0.018452629101247554,6,3,30.0,15.0,239.0,0.15438894403469147,0.49117718254687637,small,human,0.2678511452282406,False
"NOUN(ADP/case, *, ADJ/amod, NOUN/nmod)",0.006159892108417499,0.024253947396985744,-0.018094055288568243,0.018094055288568243,1,6,5.0,30.0,153.0,0.0575426096982425,-0.5579883153413813,medium,machine,0.13426608929589917,False
"NOUN(ADP/case, DET/det, *, NUM/appos)",0.006159892108417499,0.023793314981470613,-0.01763342287305311,0.01763342287305311,1,6,5.0,30.0,153.0,0.0575426096982425,-0.5504852806797323,medium,machine,0.13426608929589917,False
"NOUN(ADP/case, NUM/nummod, *, NOUN/nmod)",0.022447050537156912,0.004874958885554715,0.017572091651602197,0.017572091651602197,4,1,20.0,5.0,232.0,0.13812397547208768,0.49843056864271296,small,human,0.2525171412303842,False
"SYM(NUM/nummod, *, NOUN/nmod)",0.02155772584869358,0.004196394346051193,0.017361331502642387,0.017361331502642387,4,1,20.0,5.0,232.0,0.13812397547208768,0.5228482354291667,medium,human,0.2525171412303842,False
"ADJ(ADV/advmod, *)",0.01316047381711317,0.030428007185072305,-0.017267533367959137,0.017267533367959137,4,10,20.0,50.0,146.0,0.0893357358496737,-0.5984265134561739,medium,machine,0.19653861886928217,False
"VERB(PUNCT/punct, *, VERB/ccomp)",0.00836890769507179,0.02545719227464483,-0.01708828457957304,0.01708828457957304,1,6,5.0,30.0,153.0,0.0575426096982425,-0.4523564938023359,small,machine,0.13426608929589917,False
"VERB(ADP/mark, *, NOUN/obj)",0.019358412609682258,0.03633734111456869,-0.016978928504886432,0.016978928504886432,6,15,30.0,75.0,138.0,0.07834510336645992,-0.6403863183685264,medium,machine,0.177428616447571,False
"ADV(*, NOUN/obl, PUNCT/punct)",0.004876279578075108,0.021824037486800816,-0.016947757908725707,0.016947757908725707,1,5,5.0,25.0,161.5,0.09804204575463267,-0.5497039916333535,medium,machine,0.21265457811568214,False
"ADJ(*, ADJ/conj)",0.013442181897676597,0.030170023398373484,-0.016727841500696887,0.016727841500696887,4,10,20.0,50.0,148.0,0.10196492426189659,-0.5754573134761316,medium,machine,0.2180916435601677,False
"PRON(ADP/case, *)",0.019152964836683332,0.03559016818426132,-0.016437203347577988,0.016437203347577988,6,14,30.0,70.0,144.0,0.10855527801868564,-0.6043151029299617,medium,machine,0.21996727387996826,False
"NOUN(ADP/case, DET/det, DET/det, *)",0.024187254383660612,0.007812847902955496,0.016374406480705116,0.016374406480705116,4,2,20.0,10.0,224.0,0.30624702497134626,0.4213826867950933,small,human,0.44076674622044226,False
"ADV(*, ADP/fixed)",0.02873137554220217,0.012724220658055929,0.016007154884146238,0.016007154884146238,7,4,35.0,20.0,239.0,0.18565688416728499,0.47298135957475995,small,human,0.3010483931816137,False
"VERB(ADP/mark, *, NOUN/obl)",0.020873335210363154,0.004870115667690075,0.01600321954267308,0.01600321954267308,4,1,20.0,5.0,231.0,0.15107633024080885,0.4669802317696747,small,human,0.2678511452282406,False
"VERB(NOUN/nsubj, *, NOUN/obj, VERB/advcl, PUNCT/punct)",0.0065750982155346315,0.022481647402547666,-0.015906549187013036,0.015906549187013036,1,5,5.0,25.0,162.5,0.10720513919522957,-0.4637578244378637,small,machine,0.21996727387996826,False
"NOUN(ADP/case, *, ADJ/amod)",0.023314184895624687,0.03869552453979155,-0.01538133964416686,0.01538133964416686,9,19,45.0,95.0,159.5,0.27272139975323295,-0.7593113748934576,medium,machine,0.3999913863047416,False
"NOUN(*, ADJ/amod, VERB/acl:relcl)",0.00532659956217027,0.02053696614611159,-0.015210366583941318,0.015210366583941318,1,5,5.0,25.0,162.5,0.10720513919522957,-0.5049226925204967,medium,machine,0.21996727387996826,False
"NOUN(ADP/case, DET/det, ADJ/amod, *)",0.013715943785242801,0.02883812331653617,-0.015122179531293368,0.015122179531293368,4,9,20.0,45.0,154.0,0.13919066976357794,-0.4993668849593628,small,machine,0.2525171412303842,False
"NUM(CCONJ/cc, *)",0.004839902952217979,0.019850100397152518,-0.01501019744493454,0.01501019744493454,1,5,5.0,25.0,162.5,0.10720513919522957,-0.5238748115586415,medium,machine,0.21996727387996826,False
"ADP(*, SCONJ/fixed)",0.010586738001428462,0.025499525592734502,-0.01491278759130604,0.01491278759130604,3,7,15.0,35.0,159.5,0.15479709042411308,-0.48521819128686106,small,machine,0.2678511452282406,False
"NOUN(ADP/case, DET/det, *, ADJ/amod)",0.024960736528550458,0.039122945169112175,-0.014162208640561717,0.014162208640561717,10,20,50.0,100.0,168.0,0.39047858543850755,-0.7609681523723831,medium,machine,0.5393886066460613,False
"PROPN(ADP/case, *)",0.022220806456614596,0.0362218108091168,-0.014001004352502205,0.014001004352502205,8,16,40.0,80.0,161.0,0.28178267136384794,-0.5862094357651488,medium,machine,0.4093823716040809,False
"NOUN(DET/det, *, ADJ/amod, PROPN/nmod)",0.0048460000243359305,0.01878042108582879,-0.01393442106149286,0.01393442106149286,1,4,5.0,20.0,170.0,0.16493415941084166,-0.45672379569679045,small,machine,0.2822206727696624,False
NUM(*),0.042589736644117845,0.0288297587206841,0.013759977923433746,0.013759977923433746,17,16,85.0,80.0,321.0,0.0010826015137063519,0.7671499270821301,medium,human,0.007939077767179913,True
"NOUN(ADP/case, *, NOUN/conj)",0.01901598868413351,0.03274621280198856,-0.013730224117855051,0.013730224117855051,4,11,20.0,55.0,151.0,0.13135892064834426,-0.39605720916808446,small,machine,0.2525171412303842,False
"VERB(PUNCT/punct, *, ADV/advmod, NOUN/obj)",0.003363976393918812,0.01694220404981884,-0.013578227655900027,0.013578227655900027,1,4,5.0,20.0,168.0,0.13812397547208768,-0.5198714962960141,medium,machine,0.2525171412303842,False
"NOUN(ADP/case, DET/det, *, NOUN/nmod, PROPN/nmod)",0.003363976393918812,0.016483160828000464,-0.013119184434081652,0.013119184434081652,1,4,5.0,20.0,168.0,0.13812397547208768,-0.5131652620778488,medium,machine,0.2525171412303842,False
"NOUN(ADP/case, ADJ/amod, *, NOUN/nmod)",0.005256416002699731,0.01824969915075064,-0.012993283148050908,0.012993283148050908,1,4,5.0,20.0,171.0,0.17972795098977,-0.4240989208030327,small,machine,0.3010483931816137,False
"NUM(*, NUM/flat)",0.005147874098776745,0.017859533261452894,-0.01271165916267615,0.01271165916267615,1,4,5.0,20.0,172.0,0.19548596959845044,-0.4239821515763606,small,machine,0.3010483931816137,False
VERB(*),0.04320663070225188,0.030574717101030675,0.012631913601221203,0.012631913601221203,20,20,100.0,100.0,364.0,9.747975903084567e-06,1.7149072400391503,large,human,0.00013647166264318394,True
"NOUN(DET/det, *)",0.04320663070225188,0.030574717101030675,0.012631913601221203,0.012631913601221203,20,20,100.0,100.0,364.0,9.747975903084567e-06,1.7149072400391503,large,human,0.00013647166264318394,True
PRON(*),0.04320663070225188,0.030574717101030675,0.012631913601221203,0.012631913601221203,20,20,100.0,100.0,364.0,9.747975903084567e-06,1.7149072400391503,large,human,0.00013647166264318394,True
PUNCT(*),0.04320663070225188,0.030574717101030675,0.012631913601221203,0.012631913601221203,20,20,100.0,100.0,364.0,9.747975903084567e-06,1.7149072400391503,large,human,0.00013647166264318394,True
"NOUN(ADP/case, DET/det, *)",0.04320663070225188,0.030574717101030675,0.012631913601221203,0.012631913601221203,20,20,100.0,100.0,364.0,9.747975903084567e-06,1.7149072400391503,large,human,0.00013647166264318394,True
ADJ(*),0.04320663070225188,0.030574717101030675,0.012631913601221203,0.012631913601221203,20,20,100.0,100.0,364.0,9.747975903084567e-06,1.7149072400391503,large,human,0.00013647166264318394,True
CCONJ(*),0.04320663070225188,0.030574717101030675,0.012631913601221203,0.012631913601221203,20,20,100.0,100.0,364.0,9.747975903084567e-06,1.7149072400391503,large,human,0.00013647166264318394,True
ADP(*),0.04320663070225188,0.030574717101030675,0.012631913601221203,0.012631913601221203,20,20,100.0,100.0,364.0,9.747975903084567e-06,1.7149072400391503,large,human,0.00013647166264318394,True
*(VERB),0.04320663070225188,0.030574717101030675,0.012631913601221203,0.012631913601221203,20,20,100.0,100.0,364.0,9.747975903084567e-06,1.7149072400391503,large,human,0.00013647166264318394,True
NOUN(*),0.04320663070225188,0.030574717101030675,0.012631913601221203,0.012631913601221203,20,20,100.0,100.0,364.0,9.747975903084567e-06,1.7149072400391503,large,human,0.00013647166264318394,True
DET(*),0.04320663070225188,0.030574717101030675,0.012631913601221203,0.012631913601221203,20,20,100.0,100.0,364.0,9.747975903084567e-06,1.7149072400391503,large,human,0.00013647166264318394,True
"NOUN(ADP/case, DET/det, *, VERB/acl:relcl)",0.007467741884841396,0.019720705023585198,-0.012252963138743802,0.012252963138743802,2,5,10.0,25.0,169.0,0.21287831969187532,-0.41794071695306984,small,machine,0.32140452188773333,False
"NOUN(PUNCT/punct, ADP/case, *, NOUN/nmod)",0.004919342183708595,0.016814934933254533,-0.011895592749545937,0.011895592749545937,1,4,5.0,20.0,172.0,0.19548596959845044,-0.4197206275714859,small,machine,0.3010483931816137,False
"PROPN(DET/det, *, PROPN/flat:name)",0.011144458285793848,0.02297846954745428,-0.011834011261660433,0.011834011261660433,3,7,15.0,35.0,163.5,0.2003655323906165,-0.40255426177051,small,machine,0.3055078414668806,False
"NOUN(ADP/case, DET/det, *, NOUN/conj)",0.0202919191451491,0.008511570804577128,0.011780348340571971,0.011780348340571971,3,2,15.0,10.0,213.0,0.5562517286918012,0.30305676478805105,small,human,0.7138563851544782,False
"NOUN(ADJ/amod, *, NOUN/nmod)",0.007512489381437275,0.019159343153161902,-0.011646853771724627,0.011646853771724627,2,5,10.0,25.0,170.0,0.22826219484613985,-0.4062869504637728,small,machine,0.3412852233621897,False
"NOUN(DET/det, ADJ/amod, *)",0.005851579450497354,0.01713380971342067,-0.011282230262923316,0.011282230262923316,1,4,5.0,20.0,172.0,0.19548596959845044,-0.37196824881218227,small,machine,0.3010483931816137,False
"VERB(SCONJ/mark, NOUN/nsubj, *, VERB/xcomp)",0.00604396434604055,0.017022846367237304,-0.010978882021196755,0.010978882021196755,1,4,5.0,20.0,172.0,0.19548596959845044,-0.3604083692322099,small,machine,0.3010483931816137,False
"VERB(*, NOUN/obj)",0.024486406449859298,0.035222145051421405,-0.010735738601562107,0.010735738601562107,9,16,45.0,80.0,179.0,0.5688863014013447,-0.4550623028009956,small,machine,0.7240371108744387,False
"PROPN(CCONJ/cc, *)",0.009009875894738057,0.01939552401652523,-0.010385648121787173,0.010385648121787173,2,5,10.0,25.0,175.0,0.31700280675084846,-0.33990704625925483,small,machine,0.44787552513422624,False
"NUM(ADV/advmod, *)",0.027321647914558135,0.016982795314476353,0.010338852600081782,0.010338852600081782,7,5,35.0,25.0,230.5,0.31682746349635105,0.3016648408359466,small,human,0.44787552513422624,False
"NOUN(DET/det, *, PROPN/nmod, NOUN/nmod)",0.011948108353028845,0.022201461224665306,-0.010253352871636461,0.010253352871636461,2,6,10.0,30.0,166.0,0.19464815378437106,-0.292420496022352,small,machine,0.3010483931816137,False
ADV(*),0.041563413510270944,0.03132968674546662,0.010233726764804323,0.010233726764804323,19,20,95.0,100.0,344.0,0.00010373400726161331,1.024209644492299,large,human,0.000998439819893028,True
AUX(*),0.04156314150195652,0.03132968674546662,0.010233454756489901,0.010233454756489901,19,20,95.0,100.0,344.0,0.00010373400726161331,1.0242000593874496,large,human,0.000998439819893028,True
"ADP(*, DET/fixed)",0.01893863211090259,0.008845345945305588,0.010093286165597001,0.010093286165597001,3,2,15.0,10.0,213.0,0.5562517286918012,0.2722108415280236,small,human,0.7138563851544782,False
"VERB(SCONJ/mark, *, NOUN/obj)",0.006941311969242174,0.01702257757254255,-0.010081265603300374,0.010081265603300374,1,4,5.0,20.0,172.0,0.19548596959845044,-0.31280153149738293,small,machine,0.3010483931816137,False
"PROPN(ADP/case, DET/det, *, PROPN/flat:name)",0.019933057128591496,0.029614994905478042,-0.009681937776886546,0.009681937776886546,5,10,25.0,50.0,172.0,0.39228262301531724,-0.29787818885680517,small,machine,0.5393886066460613,False
"NOUN(ADP/case, DET/det, *, NOUN/nmod, PUNCT/punct)",0.006941311969242174,0.0164963134570442,-0.009555001487802025,0.009555001487802025,1,4,5.0,20.0,172.0,0.19548596959845044,-0.3017266421317482,small,machine,0.3010483931816137,False
"NUM(ADP/case, *)",0.019852048908913622,0.029173238936318402,-0.00932119002740478,0.00932119002740478,5,10,25.0,50.0,163.0,0.25618175062446114,-0.279235137910009,small,machine,0.37934605380929826,False
"VERB(ADP/mark, *, ADV/advmod, NOUN/obj)",0.007539152408164019,0.01666959520914677,-0.009130442800982751,0.009130442800982751,1,4,5.0,20.0,172.0,0.19548596959845044,-0.2754886040599559,small,machine,0.3010483931816137,False
"VERB(ADP/mark, *, NOUN/obj, NOUN/obl)",0.013164730451292114,0.021841371574765713,-0.008676641123473598,0.008676641123473598,3,6,15.0,30.0,178.0,0.4264205350209549,-0.26713547546037886,small,machine,0.5760417753791847,False
"PROPN(ADP/case, DET/det, *)",0.02809390604080119,0.03671386725907254,-0.008619961218271348,0.008619961218271348,11,19,55.0,95.0,198.5,0.978250846990462,-0.4335168454887635,small,machine,0.9911225686613891,False
"NOUN(DET/det, *, VERB/acl:relcl)",0.011471084459402125,0.019953903431536454,-0.00848281897213433,0.00848281897213433,3,5,15.0,25.0,179.5,0.43875404267156715,-0.2693764266414552,small,machine,0.5875488919254029,False
"NOUN(ADP/case, *, NUM/nmod)",0.020400450425487777,0.01209510505134491,0.008305345374142868,0.008305345374142868,4,3,20.0,15.0,213.0,0.6096811941287701,0.22792489641079225,small,human,0.7695975729166442,False
SCONJ(*),0.04013490973150381,0.032103771562204494,0.008031138169299318,0.008031138169299318,18,20,90.0,100.0,324.0,0.0008352452991736281,0.6644282087756515,medium,human,0.006431388803636937,True
"PRON(*, PRON/fixed)",0.030057303060544105,0.022438745386239772,0.007618557674304333,0.007618557674304333,8,7,40.0,35.0,227.0,0.4097256080463605,0.22183382279173333,small,human,0.5583871118507922,False
"NOUN(ADP/case, ADJ/amod, *)",0.011660801636403855,0.019268165281147203,-0.007607363644743348,0.007607363644743348,3,5,15.0,25.0,182.5,0.5104391275221503,-0.24558684748620155,small,machine,0.666166318969586,False
SYM(*),0.03042985106176114,0.02293801859406113,0.0074918324677000075,0.0074918324677000075,8,8,40.0,40.0,229.0,0.3840050503264285,0.22404164613104605,small,human,0.5376070704569998,False
"PROPN(*, PROPN/flat:name)",0.02663360060516103,0.03393539915244591,-0.007301798547284879,0.007301798547284879,9,15,45.0,75.0,187.5,0.7372649853470414,-0.2821934890544065,small,machine,0.8348441745841498,False
"NOUN(ADP/case, DET/det, *, ADJ/amod, NOUN/nmod)",0.022695693660990217,0.029683358299177943,-0.006987664638187726,0.006987664638187726,7,11,35.0,55.0,183.5,0.6355291008342216,-0.23627957400623154,small,machine,0.7787703872335138,False
"NOUN(DET/det, *, NOUN/nmod)",0.03860962477168467,0.03189788764352886,0.006711737128155808,0.006711737128155808,16,18,80.0,90.0,293.0,0.01220189636666607,0.38907689409415774,small,human,0.05219700112407152,False
"ADV(ADV/advmod, *)",0.0181326168353022,0.011546632774294777,0.006585984061007423,0.006585984061007423,3,3,15.0,15.0,204.5,0.8617479277008719,0.17611803636041415,negligible,human,0.9089669922324266,False
"VERB(PROPN/nsubj, *, NOUN/obj, VERB/advcl, PUNCT/punct)",0.012026718649607412,0.018095391987734022,-0.00606867333812661,0.00606867333812661,2,4,10.0,20.0,183.0,0.4725310774998194,-0.16539111877937493,negligible,machine,0.6219639823501896,False
"NOUN(ADP/case, DET/det, *, PUNCT/punct)",0.017238423645201874,0.023085551783917142,-0.0058471281387152685,0.0058471281387152685,3,6,15.0,30.0,179.0,0.44824770699982186,-0.15129527251733715,negligible,machine,0.5950874730859704,False
PROPN(*),0.03864189169561162,0.03289796471054587,0.0057439269850657546,0.0057439269850657546,17,20,85.0,100.0,306.0,0.004312906934012985,0.4261510897337531,small,human,0.02479868312372663,True
"NOUN(ADJ/amod, *)",0.013770318531414976,0.019439235861955693,-0.005668917330540717,0.005668917330540717,3,5,15.0,25.0,187.5,0.6422327219393262,-0.17020784903756608,negligible,machine,0.7787703872335138,False
"ADJ(CCONJ/cc, *)",0.02218439777798485,0.027427273130302944,-0.005242875352318092,0.005242875352318092,7,10,35.0,50.0,191.0,0.7983737385000593,-0.1788239882214501,negligible,machine,0.8658419417535855,False
"VERB(*, PROPN/obl)",0.016902993438798287,0.011815132513904082,0.005087860924894206,0.005087860924894206,3,3,15.0,15.0,201.5,0.9652731605495289,0.1411686942154932,negligible,human,0.984450773010778,False
