uid,sent_id,source,group,dataset,words,rules,unique_rules
fakebr:104,fakebr:104-8,fakebr,human,fakebr_human,23,32,19
fakebr:104,fakebr:104-9,fakebr,human,fakebr_human,21,29,16
fakebr:104,fakebr:104-10,fakebr,human,fakebr_human,13,18,12
fakebr:104,fakebr:104-11,fakebr,human,fakebr_human,13,17,14
fakebr:104,fakebr:104-12,fakebr,human,fakebr_human,16,22,13
fakebr:104,fakebr:104-13,fakebr,human,fakebr_human,8,12,11
fakebr:104,fakebr:104-14,fakebr,human,fakebr_human,3,4,4
fakebr:104,fakebr:104-15,fakebr,human,fakebr_human,8,13,13
fakebr:104,fakebr:104-16,fakebr,human,fakebr_human,16,22,16
fakebr:104,fakebr:104-17,fakebr,human,fakebr_human,11,15,11
fakebr:104,fakebr:104-18,fakebr,human,fakebr_human,12,15,12
fakebr:104,fakebr:104-19,fakebr,human,fakebr_human,14,20,14
fakebr:104,fakebr:104-20,fakebr,human,fakebr_human,9,12,10
fakebr:104,fakebr:104-21,fakebr,human,fakebr_human,18,25,16
fakebr:104,fakebr:104-22,fakebr,human,fakebr_human,14,19,16
fakebr:104,fakebr:104-23,fakebr,human,fakebr_human,25,35,21
fakebr:104,fakebr:104-24,fakebr,human,fakebr_human,15,20,15
fakebr:104,fakebr:104-25,fakebr,human,fakebr_human,10,15,15
fakebr:104,fakebr:104-26,fakebr,human,fakebr_human,6,8,8
fakebr:104,fakebr:104-27,fakebr,human,fakebr_human,9,13,12
fakebr:104,fakebr:104-28,fakebr,human,fakebr_human,3,4,4
fakebr:104,fakebr:104-29,fakebr,human,fakebr_human,12,17,12
fakebr:104,fakebr:104-30,fakebr,human,fakebr_human,8,11,9
fakebr:104,fakebr:104-31,fakebr,human,fakebr_human,13,18,14
fakebr:104,fakebr:104-32,fakebr,human,fakebr_human,30,43,25
fakebr:104,fakebr:104-33,fakebr,human,fakebr_human,6,8,8
fakebr:104,fakebr:104-34,fakebr,human,fakebr_human,13,18,14
fakebr:104,fakebr:104-35,fakebr,human,fakebr_human,9,11,10
fakebr:104,fakebr:104-36,fakebr,human,fakebr_human,17,24,16
fakebr:104,fakebr:104-37,fakebr,human,fakebr_human,4,5,4
fakebr:104,fakebr:104-38,fakebr,human,fakebr_human,3,4,4
fakebr:104,fakebr:104-39,fakebr,human,fakebr_human,7,9,9
fakebr:104,fakebr:104-40,fakebr,human,fakebr_human,6,8,7
fakebr:104,fakebr:104-41,fakebr,human,fakebr_human,17,23,16
fakebr:104,fakebr:104-42,fakebr,human,fakebr_human,13,16,11
fakebr:104,fakebr:104-43,fakebr,human,fakebr_human,8,11,10
fakebr:104,fakebr:104-44,fakebr,human,fakebr_human,22,29,17
fakebr:104,fakebr:104-45,fakebr,human,fakebr_human,13,19,14
fakebr:104,fakebr:104-46,fakebr,human,fakebr_human,16,22,16
fakebr:104,fakebr:104-47,fakebr,human,fakebr_human,7,10,10
fakebr:104,fakebr:104-1,fakebr,machine,fakebr_machine,24,35,20
fakebr:104,fakebr:104-2,fakebr,machine,fakebr_machine,58,79,30
fakebr:104,fakebr:104-3,fakebr,machine,fakebr_machine,34,48,25
fakebr:104,fakebr:104-4,fakebr,machine,fakebr_machine,42,60,29
fakebr:104,fakebr:104-5,fakebr,machine,fakebr_machine,40,56,27
fakebr:104,fakebr:104-6,fakebr,machine,fakebr_machine,33,45,21
fakebr:104,fakebr:104-7,fakebr,machine,fakebr_machine,33,45,22
fakebr:104,fakebr:104-8,fakebr,machine,fakebr_machine,53,72,25
fakebr:104,fakebr:104-9,fakebr,machine,fakebr_machine,67,89,33
fakebr:104,fakebr:104-10,fakebr,machine,fakebr_machine,29,40,22
fakebr:1129,fakebr:1129-1,fakebr,human,fakebr_human,8,12,10
fakebr:1129,fakebr:1129-2,fakebr,human,fakebr_human,12,17,11
fakebr:1129,fakebr:1129-3,fakebr,human,fakebr_human,13,17,12
fakebr:1129,fakebr:1129-4,fakebr,human,fakebr_human,12,18,15
fakebr:1129,fakebr:1129-5,fakebr,human,fakebr_human,24,36,23
fakebr:1129,fakebr:1129-6,fakebr,human,fakebr_human,68,96,39
fakebr:1129,fakebr:1129-7,fakebr,human,fakebr_human,26,37,21
fakebr:1129,fakebr:1129-8,fakebr,human,fakebr_human,34,48,25
fakebr:1129,fakebr:1129-9,fakebr,human,fakebr_human,21,29,19
fakebr:1129,fakebr:1129-10,fakebr,human,fakebr_human,22,30,18
fakebr:1129,fakebr:1129-11,fakebr,human,fakebr_human,14,20,13
fakebr:1129,fakebr:1129-12,fakebr,human,fakebr_human,15,21,15
fakebr:1129,fakebr:1129-13,fakebr,human,fakebr_human,9,13,11
fakebr:1129,fakebr:1129-14,fakebr,human,fakebr_human,31,42,22
fakebr:1129,fakebr:1129-1,fakebr,machine,fakebr_machine,17,23,16
fakebr:1129,fakebr:1129-2,fakebr,machine,fakebr_machine,43,58,28
fakebr:1129,fakebr:1129-3,fakebr,machine,fakebr_machine,34,47,19
fakebr:1129,fakebr:1129-4,fakebr,machine,fakebr_machine,43,58,25
fakebr:1129,fakebr:1129-5,fakebr,machine,fakebr_machine,27,39,22
fakebr:1129,fakebr:1129-6,fakebr,machine,fakebr_machine,38,54,27
fakebr:1129,fakebr:1129-7,fakebr,machine,fakebr_machine,34,47,26
fakebr:1129,fakebr:1129-8,fakebr,machine,fakebr_machine,41,56,25
fakebr:1129,fakebr:1129-9,fakebr,machine,fakebr_machine,40,58,28
fakebr:1129,fakebr:1129-10,fakebr,machine,fakebr_machine,57,80,34
fakebr:1129,fakebr:1129-11,fakebr,machine,fakebr_machine,52,70,25
fakebr:1129,fakebr:1129-12,fakebr,machine,fakebr_machine,26,36,19
fakebr:1129,fakebr:1129-13,fakebr,machine,fakebr_machine,42,56,22
fakebr:2623,fakebr:2623-1,fakebr,human,fakebr_human,16,23,14
fakebr:2623,fakebr:2623-2,fakebr,human,fakebr_human,5,7,6
fakebr:2623,fakebr:2623-3,fakebr,human,fakebr_human,11,16,13
fakebr:2623,fakebr:2623-4,fakebr,human,fakebr_human,25,36,22
fakebr:2623,fakebr:2623-5,fakebr,human,fakebr_human,27,38,21
fakebr:2623,fakebr:2623-6,fakebr,human,fakebr_human,36,49,23
fakebr:2623,fakebr:2623-7,fakebr,human,fakebr_human,36,48,19
fakebr:2623,fakebr:2623-8,fakebr,human,fakebr_human,9,12,10
fakebr:2623,fakebr:2623-9,fakebr,human,fakebr_human,23,31,19
fakebr:2623,fakebr:2623-10,fakebr,human,fakebr_human,25,36,20
fakebr:2623,fakebr:2623-11,fakebr,human,fakebr_human,16,22,15
fakebr:2623,fakebr:2623-1,fakebr,machine,fakebr_machine,3,4,4
fakebr:2623,fakebr:2623-2,fakebr,machine,fakebr_machine,20,29,17
fakebr:2623,fakebr:2623-3,fakebr,machine,fakebr_machine,60,82,32
fakebr:2623,fakebr:2623-4,fakebr,machine,fakebr_machine,43,61,28
fakebr:2623,fakebr:2623-5,fakebr,machine,fakebr_machine,56,78,37
fakebr:2623,fakebr:2623-6,fakebr,machine,fakebr_machine,33,46,26
fakebr:2623,fakebr:2623-7,fakebr,machine,fakebr_machine,43,59,28
fakebr:2623,fakebr:2623-8,fakebr,machine,fakebr_machine,39,53,27
fakebr:2623,fakebr:2623-9,fakebr,machine,fakebr_machine,36,49,22
fakebr:2623,fakebr:2623-10,fakebr,machine,fakebr_machine,23,34,20
fakebr:2623,fakebr:2623-11,fakebr,machine,fakebr_machine,29,40,19
fakebr:2623,fakebr:2623-12,fakebr,machine,fakebr_machine,36,51,25
fakebr:2623,fakebr:2623-13,fakebr,machine,fakebr_machine,31,46,23
fakebr:2623,fakebr:2623-14,fakebr,machine,fakebr_machine,25,34,19
fakebr:2623,fakebr:2623-15,fakebr,machine,fakebr_machine,45,62,27
fakebr:2623,fakebr:2623-16,fakebr,machine,fakebr_machine,41,57,25
fakebr:2623,fakebr:2623-17,fakebr,machine,fakebr_machine,10,14,11
fakebr:2623,fakebr:2623-18,fakebr,machine,fakebr_machine,28,39,20
fakebr:3020,fakebr:3020-1,fakebr,human,fakebr_human,5,6,6
fakebr:3020,fakebr:3020-2,fakebr,human,fakebr_human,14,20,14
fakebr:3020,fakebr:3020-3,fakebr,human,fakebr_human,33,46,23
fakebr:3020,fakebr:3020-4,fakebr,human,fakebr_human,16,23,14
fakebr:3020,fakebr:3020-5,fakebr,human,fakebr_human,20,27,15
fakebr:3020,fakebr:3020-6,fakebr,human,fakebr_human,21,28,16
fakebr:3020,fakebr:3020-7,fakebr,human,fakebr_human,23,32,19
fakebr:3020,fakebr:3020-1,fakebr,machine,fakebr_machine,2,3,3
fakebr:3020,fakebr:3020-2,fakebr,machine,fakebr_machine,28,40,21
fakebr:3020,fakebr:3020-3,fakebr,machine,fakebr_machine,49,67,29
fakebr:3020,fakebr:3020-4,fakebr,machine,fakebr_machine,60,84,38
fakebr:3020,fakebr:3020-5,fakebr,machine,fakebr_machine,36,50,25
fakebr:3020,fakebr:3020-6,fakebr,machine,fakebr_machine,61,84,33
fakebr:3020,fakebr:3020-7,fakebr,machine,fakebr_machine,45,61,26
fakebr:3020,fakebr:3020-8,fakebr,machine,fakebr_machine,47,63,28
fakebr:3020,fakebr:3020-9,fakebr,machine,fakebr_machine,34,46,22
fakebr:3020,fakebr:3020-10,fakebr,machine,fakebr_machine,53,73,32
fakebr:3020,fakebr:3020-11,fakebr,machine,fakebr_machine,37,51,22
fakebr:3020,fakebr:3020-12,fakebr,machine,fakebr_machine,48,69,33
fakebr:3020,fakebr:3020-13,fakebr,machine,fakebr_machine,22,33,20
fakebr:3041,fakebr:3041-1,fakebr,human,fakebr_human,11,15,11
fakebr:3041,fakebr:3041-2,fakebr,human,fakebr_human,5,6,6
fakebr:3041,fakebr:3041-3,fakebr,human,fakebr_human,30,41,18
fakebr:3041,fakebr:3041-4,fakebr,human,fakebr_human,36,50,25
fakebr:3041,fakebr:3041-5,fakebr,human,fakebr_human,5,7,5
fakebr:3041,fakebr:3041-6,fakebr,human,fakebr_human,36,51,24
fakebr:3041,fakebr:3041-7,fakebr,human,fakebr_human,13,17,13
fakebr:3041,fakebr:3041-8,fakebr,human,fakebr_human,45,61,25
fakebr:3041,fakebr:3041-9,fakebr,human,fakebr_human,19,26,17
fakebr:3041,fakebr:3041-1,fakebr,machine,fakebr_machine,5,7,7
fakebr:3041,fakebr:3041-2,fakebr,machine,fakebr_machine,23,32,16
fakebr:3041,fakebr:3041-3,fakebr,machine,fakebr_machine,57,76,26
fakebr:3041,fakebr:3041-4,fakebr,machine,fakebr_machine,32,44,24
fakebr:3041,fakebr:3041-5,fakebr,machine,fakebr_machine,42,57,24
fakebr:3041,fakebr:3041-6,fakebr,machine,fakebr_machine,44,61,28
fakebr:3041,fakebr:3041-7,fakebr,machine,fakebr_machine,33,44,22
fakebr:3041,fakebr:3041-8,fakebr,machine,fakebr_machine,36,50,24
fakebr:3041,fakebr:3041-9,fakebr,machine,fakebr_machine,33,43,21
fakebr:3041,fakebr:3041-10,fakebr,machine,fakebr_machine,11,17,14
fakebr:3041,fakebr:3041-11,fakebr,machine,fakebr_machine,39,54,25
fakebr:3041,fakebr:3041-12,fakebr,machine,fakebr_machine,13,17,12
fakebr:3041,fakebr:3041-13,fakebr,machine,fakebr_machine,22,31,19
fakebr:3041,fakebr:3041-14,fakebr,machine,fakebr_machine,39,52,24
fakebr:3041,fakebr:3041-15,fakebr,machine,fakebr_machine,22,31,17
fakebr:421,fakebr:421-1,fakebr,human,fakebr_human,18,24,16
fakebr:421,fakebr:421-2,fakebr,human,fakebr_human,7,10,9
fakebr:421,fakebr:421-3,fakebr,human,fakebr_human,27,38,18
fakebr:421,fakebr:421-4,fakebr,human,fakebr_human,9,11,10
fakebr:421,fakebr:421-5,fakebr,human,fakebr_human,18,26,18
fakebr:421,fakebr:421-6,fakebr,human,fakebr_human,21,31,21
fakebr:421,fakebr:421-7,fakebr,human,fakebr_human,24,33,19
fakebr:421,fakebr:421-8,fakebr,human,fakebr_human,25,33,19
fakebr:421,fakebr:421-9,fakebr,human,fakebr_human,23,33,21
fakebr:421,fakebr:421-10,fakebr,human,fakebr_human,28,38,20
fakebr:421,fakebr:421-11,fakebr,human,fakebr_human,25,33,19
fakebr:421,fakebr:421-12,fakebr,human,fakebr_human,11,15,11
fakebr:421,fakebr:421-1,fakebr,machine,fakebr_machine,18,26,17
fakebr:421,fakebr:421-2,fakebr,machine,fakebr_machine,45,64,29
fakebr:421,fakebr:421-3,fakebr,machine,fakebr_machine,43,62,29
fakebr:421,fakebr:421-4,fakebr,machine,fakebr_machine,39,55,26
fakebr:421,fakebr:421-5,fakebr,machine,fakebr_machine,45,61,27
fakebr:421,fakebr:421-6,fakebr,machine,fakebr_machine,41,58,27
fakebr:421,fakebr:421-7,fakebr,machine,fakebr_machine,25,35,21
fakebr:421,fakebr:421-8,fakebr,machine,fakebr_machine,55,78,32
fakebr:421,fakebr:421-9,fakebr,machine,fakebr_machine,50,68,25
fakebr:421,fakebr:421-10,fakebr,machine,fakebr_machine,26,35,19
fakebr:421,fakebr:421-11,fakebr,machine,fakebr_machine,49,66,26
fakebr:421,fakebr:421-12,fakebr,machine,fakebr_machine,30,42,23
fakebr:421,fakebr:421-13,fakebr,machine,fakebr_machine,35,49,23
fakebr:421,fakebr:421-14,fakebr,machine,fakebr_machine,14,20,14
fakebr:421,fakebr:421-15,fakebr,machine,fakebr_machine,52,73,32
fakebr:458,fakebr:458-1,fakebr,human,fakebr_human,6,8,7
fakebr:458,fakebr:458-2,fakebr,human,fakebr_human,11,15,12
fakebr:458,fakebr:458-3,fakebr,human,fakebr_human,32,42,17
fakebr:458,fakebr:458-4,fakebr,human,fakebr_human,30,45,24
fakebr:458,fakebr:458-5,fakebr,human,fakebr_human,40,55,25
fakebr:458,fakebr:458-6,fakebr,human,fakebr_human,20,26,12
fakebr:458,fakebr:458-7,fakebr,human,fakebr_human,32,41,17
fakebr:458,fakebr:458-8,fakebr,human,fakebr_human,16,25,18
fakebr:458,fakebr:458-9,fakebr,human,fakebr_human,30,41,22
fakebr:458,fakebr:458-10,fakebr,human,fakebr_human,4,6,6
fakebr:458,fakebr:458-11,fakebr,human,fakebr_human,13,16,12
fakebr:458,fakebr:458-12,fakebr,human,fakebr_human,27,37,22
fakebr:458,fakebr:458-13,fakebr,human,fakebr_human,21,29,18
fakebr:458,fakebr:458-14,fakebr,human,fakebr_human,36,50,26
fakebr:458,fakebr:458-15,fakebr,human,fakebr_human,50,71,31
fakebr:458,fakebr:458-1,fakebr,machine,fakebr_machine,3,4,4
fakebr:458,fakebr:458-2,fakebr,machine,fakebr_machine,19,28,15
fakebr:458,fakebr:458-3,fakebr,machine,fakebr_machine,43,59,26
fakebr:458,fakebr:458-4,fakebr,machine,fakebr_machine,29,39,19
fakebr:458,fakebr:458-5,fakebr,machine,fakebr_machine,33,47,23
fakebr:458,fakebr:458-6,fakebr,machine,fakebr_machine,30,41,21
fakebr:458,fakebr:458-7,fakebr,machine,fakebr_machine,46,65,31
fakebr:458,fakebr:458-8,fakebr,machine,fakebr_machine,28,42,24
fakebr:458,fakebr:458-9,fakebr,machine,fakebr_machine,44,63,27
fakebr:458,fakebr:458-10,fakebr,machine,fakebr_machine,48,68,31
fakebr:458,fakebr:458-11,fakebr,machine,fakebr_machine,41,57,25
fakebr:458,fakebr:458-12,fakebr,machine,fakebr_machine,38,55,23
fakebr:458,fakebr:458-13,fakebr,machine,fakebr_machine,27,35,18
fakebr:458,fakebr:458-14,fakebr,machine,fakebr_machine,59,80,33
fakebr:573,fakebr:573-1,fakebr,human,fakebr_human,9,13,9
fakebr:573,fakebr:573-2,fakebr,human,fakebr_human,29,40,20
fakebr:573,fakebr:573-3,fakebr,human,fakebr_human,32,46,22
fakebr:573,fakebr:573-4,fakebr,human,fakebr_human,30,40,17
fakebr:573,fakebr:573-5,fakebr,human,fakebr_human,43,60,28
fakebr:573,fakebr:573-6,fakebr,human,fakebr_human,12,17,13
fakebr:573,fakebr:573-7,fakebr,human,fakebr_human,17,22,15
fakebr:573,fakebr:573-8,fakebr,human,fakebr_human,43,58,25
fakebr:573,fakebr:573-9,fakebr,human,fakebr_human,25,33,19
fakebr:573,fakebr:573-10,fakebr,human,fakebr_human,5,7,7
fakebr:573,fakebr:573-11,fakebr,human,fakebr_human,8,11,9
fakebr:573,fakebr:573-12,fakebr,human,fakebr_human,22,31,20
fakebr:573,fakebr:573-1,fakebr,machine,fakebr_machine,19,27,16
fakebr:573,fakebr:573-2,fakebr,machine,fakebr_machine,35,47,23
fakebr:573,fakebr:573-3,fakebr,machine,fakebr_machine,25,35,21
fakebr:573,fakebr:573-4,fakebr,machine,fakebr_machine,42,57,27
fakebr:573,fakebr:573-5,fakebr,machine,fakebr_machine,36,51,25
fakebr:573,fakebr:573-6,fakebr,machine,fakebr_machine,33,46,23
fakebr:573,fakebr:573-7,fakebr,machine,fakebr_machine,49,69,33
fakebr:573,fakebr:573-8,fakebr,machine,fakebr_machine,51,73,31
fakebr:573,fakebr:573-9,fakebr,machine,fakebr_machine,21,30,14
fakebr:573,fakebr:573-10,fakebr,machine,fakebr_machine,31,44,24
fakebr:573,fakebr:573-11,fakebr,machine,fakebr_machine,31,44,23
fakebr:573,fakebr:573-12,fakebr,machine,fakebr_machine,55,75,27
fakebr:917,fakebr:917-1,fakebr,human,fakebr_human,7,10,9
fakebr:917,fakebr:917-2,fakebr,human,fakebr_human,12,18,12
fakebr:917,fakebr:917-3,fakebr,human,fakebr_human,16,23,15
fakebr:917,fakebr:917-4,fakebr,human,fakebr_human,22,29,15
fakebr:917,fakebr:917-5,fakebr,human,fakebr_human,18,26,17
fakebr:917,fakebr:917-6,fakebr,human,fakebr_human,19,26,16
fakebr:917,fakebr:917-7,fakebr,human,fakebr_human,8,11,11
fakebr:917,fakebr:917-8,fakebr,human,fakebr_human,5,7,6
fakebr:917,fakebr:917-9,fakebr,human,fakebr_human,11,15,9
fakebr:917,fakebr:917-10,fakebr,human,fakebr_human,11,13,9
fakebr:917,fakebr:917-11,fakebr,human,fakebr_human,6,7,5
fakebr:917,fakebr:917-1,fakebr,machine,fakebr_machine,6,9,8
fakebr:917,fakebr:917-2,fakebr,machine,fakebr_machine,3,4,4
fakebr:917,fakebr:917-3,fakebr,machine,fakebr_machine,12,15,13
fakebr:917,fakebr:917-4,fakebr,machine,fakebr_machine,44,62,31
fakebr:917,fakebr:917-5,fakebr,machine,fakebr_machine,11,16,13
fakebr:917,fakebr:917-6,fakebr,machine,fakebr_machine,42,58,26
fakebr:917,fakebr:917-7,fakebr,machine,fakebr_machine,26,37,19
fakebr:917,fakebr:917-8,fakebr,machine,fakebr_machine,20,29,18
fakebr:917,fakebr:917-9,fakebr,machine,fakebr_machine,29,42,25
fakebr:917,fakebr:917-10,fakebr,machine,fakebr_machine,35,48,20
fakebr:917,fakebr:917-11,fakebr,machine,fakebr_machine,33,45,23
fakebr:917,fakebr:917-12,fakebr,machine,fakebr_machine,35,49,22
fakebr:917,fakebr:917-13,fakebr,machine,fakebr_machine,15,20,14
fakebr:917,fakebr:917-14,fakebr,machine,fakebr_machine,28,40,22
fakebr:917,fakebr:917-15,fakebr,machine,fakebr_machine,16,22,15
fakebr:917,fakebr:917-16,fakebr,machine,fakebr_machine,36,49,25
fakebr:917,fakebr:917-17,fakebr,machine,fakebr_machine,18,26,16
fakebr:917,fakebr:917-18,fakebr,machine,fakebr_machine,25,34,18
fakebr:917,fakebr:917-19,fakebr,machine,fakebr_machine,32,43,23
fakebr:917,fakebr:917-20,fakebr,machine,fakebr_machine,10,14,10
fakebr:917,fakebr:917-21,fakebr,machine,fakebr_machine,45,60,22
fakebr:917,fakebr:917-22,fakebr,machine,fakebr_machine,24,35,18
fakebr:917,fakebr:917-23,fakebr,machine,fakebr_machine,30,42,21
fakebr:917,fakebr:917-24,fakebr,machine,fakebr_machine,17,23,15
faketruebr:1043,faketruebr:1043-1,faketruebr,human,faketruebr_human,11,15,11
faketruebr:1043,faketruebr:1043-2,faketruebr,human,faketruebr_human,16,23,15
faketruebr:1043,faketruebr:1043-3,faketruebr,human,faketruebr_human,50,69,31
faketruebr:1043,faketruebr:1043-4,faketruebr,human,faketruebr_human,78,107,35
faketruebr:1043,faketruebr:1043-1,faketruebr,machine,faketruebr_machine,62,83,32
faketruebr:1043,faketruebr:1043-2,faketruebr,machine,faketruebr_machine,26,36,21
faketruebr:1043,faketruebr:1043-3,faketruebr,machine,faketruebr_machine,41,58,29
faketruebr:1043,faketruebr:1043-4,faketruebr,machine,faketruebr_machine,22,30,18
faketruebr:1043,faketruebr:1043-5,faketruebr,machine,faketruebr_machine,43,60,28
faketruebr:1043,faketruebr:1043-6,faketruebr,machine,faketruebr_machine,25,35,21
faketruebr:1043,faketruebr:1043-7,faketruebr,machine,faketruebr_machine,56,81,35
faketruebr:1043,faketruebr:1043-8,faketruebr,machine,faketruebr_machine,61,85,36
faketruebr:1043,faketruebr:1043-9,faketruebr,machine,faketruebr_machine,34,48,23
faketruebr:1043,faketruebr:1043-10,faketruebr,machine,faketruebr_machine,26,36,17
faketruebr:1429,faketruebr:1429-1,faketruebr,human,faketruebr_human,16,23,15
faketruebr:1429,faketruebr:1429-2,faketruebr,human,faketruebr_human,49,68,25
faketruebr:1429,faketruebr:1429-3,faketruebr,human,faketruebr_human,6,8,7
faketruebr:1429,faketruebr:1429-4,faketruebr,human,faketruebr_human,9,12,10
faketruebr:1429,faketruebr:1429-5,faketruebr,human,faketruebr_human,12,17,12
faketruebr:1429,faketruebr:1429-6,faketruebr,human,faketruebr_human,9,13,8
faketruebr:1429,faketruebr:1429-7,faketruebr,human,faketruebr_human,5,7,7
faketruebr:1429,faketruebr:1429-8,faketruebr,human,faketruebr_human,16,22,16
faketruebr:1429,faketruebr:1429-9,faketruebr,human,faketruebr_human,21,27,14
faketruebr:1429,faketruebr:1429-10,faketruebr,human,faketruebr_human,12,16,11
faketruebr:1429,faketruebr:1429-11,faketruebr,human,faketruebr_human,20,29,20
faketruebr:1429,faketruebr:1429-12,faketruebr,human,faketruebr_human,27,39,20
faketruebr:1429,faketruebr:1429-13,faketruebr,human,faketruebr_human,20,27,14
faketruebr:1429,faketruebr:1429-14,faketruebr,human,faketruebr_human,4,6,6
faketruebr:1429,faketruebr:1429-15,faketruebr,human,faketruebr_human,13,18,14
faketruebr:1429,faketruebr:1429-16,faketruebr,human,faketruebr_human,21,30,19
faketruebr:1429,faketruebr:1429-1,faketruebr,machine,faketruebr_machine,15,22,16
faketruebr:1429,faketruebr:1429-2,faketruebr,machine,faketruebr_machine,4,6,6
faketruebr:1429,faketruebr:1429-3,faketruebr,machine,faketruebr_machine,53,74,29
faketruebr:1429,faketruebr:1429-4,faketruebr,machine,faketruebr_machine,47,66,28
faketruebr:1429,faketruebr:1429-5,faketruebr,machine,faketruebr_machine,32,45,23
faketruebr:1429,faketruebr:1429-6,faketruebr,machine,faketruebr_machine,31,45,23
faketruebr:1429,faketruebr:1429-7,faketruebr,machine,faketruebr_machine,24,32,19
faketruebr:1429,faketruebr:1429-8,faketruebr,machine,faketruebr_machine,39,54,23
faketruebr:1429,faketruebr:1429-9,faketruebr,machine,faketruebr_machine,28,39,19
faketruebr:1429,faketruebr:1429-10,faketruebr,machine,faketruebr_machine,38,52,25
faketruebr:1429,faketruebr:1429-11,faketruebr,machine,faketruebr_machine,25,36,23
faketruebr:1429,faketruebr:1429-12,faketruebr,machine,faketruebr_machine,34,48,25
faketruebr:1429,faketruebr:1429-13,faketruebr,machine,faketruebr_machine,29,42,23
faketruebr:1429,faketruebr:1429-14,faketruebr,machine,faketruebr_machine,40,54,24
faketruebr:1587,faketruebr:1587-1,faketruebr,human,faketruebr_human,35,48,22
faketruebr:1587,faketruebr:1587-2,faketruebr,human,faketruebr_human,26,36,20
faketruebr:1587,faketruebr:1587-3,faketruebr,human,faketruebr_human,13,17,11
faketruebr:1587,faketruebr:1587-4,faketruebr,human,faketruebr_human,24,33,19
faketruebr:1587,faketruebr:1587-5,faketruebr,human,faketruebr_human,58,81,34
faketruebr:1587,faketruebr:1587-1,faketruebr,machine,faketruebr_machine,15,23,11
faketruebr:1587,faketruebr:1587-2,faketruebr,machine,faketruebr_machine,45,61,26
faketruebr:1587,faketruebr:1587-3,faketruebr,machine,faketruebr_machine,26,37,19
faketruebr:1587,faketruebr:1587-4,faketruebr,machine,faketruebr_machine,30,42,21
faketruebr:1587,faketruebr:1587-5,faketruebr,machine,faketruebr_machine,48,66,30
faketruebr:1587,faketruebr:1587-6,faketruebr,machine,faketruebr_machine,47,66,29
faketruebr:1587,faketruebr:1587-7,faketruebr,machine,faketruebr_machine,19,28,15
faketruebr:1587,faketruebr:1587-8,faketruebr,machine,faketruebr_machine,24,33,17
faketruebr:1587,faketruebr:1587-9,faketruebr,machine,faketruebr_machine,45,60,27
faketruebr:1773,faketruebr:1773-1,faketruebr,human,faketruebr_human,12,17,14
faketruebr:1773,faketruebr:1773-2,faketruebr,human,faketruebr_human,11,16,11
faketruebr:1773,faketruebr:1773-3,faketruebr,human,faketruebr_human,3,4,4
faketruebr:1773,faketruebr:1773-4,faketruebr,human,faketruebr_human,12,17,10
faketruebr:1773,faketruebr:1773-5,faketruebr,human,faketruebr_human,7,9,8
faketruebr:1773,faketruebr:1773-6,faketruebr,human,faketruebr_human,24,33,20
faketruebr:1773,faketruebr:1773-7,faketruebr,human,faketruebr_human,17,24,15
faketruebr:1773,faketruebr:1773-1,faketruebr,machine,faketruebr_machine,22,32,19
