S0342	57	facebook	FrepTAG	Foreign=Yes|Gender=Masc|Number=Sing	Foreign=Yes
S0357	16	confira	LmLEX	confir	conferir
S0358	5	voce	FnoLEX	Case=Nom|Number=Sing|Person=2|PronType=Prs	_
S0361	10	Bolívia-Brasil	LrepTAG	Bolívia-brasil	Bolívia-Brasil
S0364	38	Bolívia-Brasil	LrepTAG	Bolívia-brasil	Bolívia-Brasil
S0366	31	contradiz	LmLEX	contradiir	contradizer
S0371	1	adidas	LrepTAG	Adidas	adidas
S0374	2	recebera	FmLEX	Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin	Mood=Ind|Number=Sing|Person=3|Tense=Pqp|VerbForm=Fin
S0380	18	siga	LmLEX	sigir	seguir
S0389	1	paolla	LrepTAG	Paolla	paolla
S0389	19	for	LmLEX	for	ir
S0395	31	TV	LuAbbr	tv	televisão
S0395	31	TV	FuAbbr	Gender=Fem|Number=Sing	Abbr=Yes|Gender=Fem|Number=Sing
S0397	20	refletem	L1LEX	refleter	refletir
S0398	9	sugerem	L1LEX	sugerer	sugerir
S0402	1	maceió	LrepTAG	Maceió	maceió
S0411	28	pela	LnoLEX	o	pela
S0411	28	pela	FnoLEX	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	_
S0411	30	contribuíram	LmLEX	contribuír	contribuir
S0416	17	km	LuAbbr	km	quilômetro
S0424	1	id	FnoLEX	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	_
S0425	5	leiam	LmLEX	leiar	ler
S0435	21	pra	L1LEX	pra	para
S0435	38	quiser	LmLEX	quiser	querer
S0439	2	descoberto	L1LEX	descobeer	descobrir
S0441	50	CadÚnico	LrepTAG	Cadúnico	CadÚnico
S0447	10	aberta	L1LEX	aberr	abrir
S0460	20	refletem	L1LEX	refleter	refletir
S0463	4	reconhecido	L1LEX	reconhecir	reconhecer
S0463	13	neguem	LmLEX	neguar	negar
S0465	10	atribuída	L1LEX	atribuír	atribuir
S0465	35	dita	LmLEX	der	ditar
S0469	7	vc	FnoLEX	Case=Nom|Number=Sing|Person=2|PronType=Prs	_
S0471	2	vc	FnoLEX	Case=Nom|Number=Sing|Person=2|PronType=Prs	_
S0471	19	vc	FnoLEX	Case=Nom|Number=Sing|Person=2|PronType=Prs	_
S0473	2	vc	FnoLEX	Case=Nom|Number=Sing|Person=2|PronType=Prs	_
S0474	2	tá	L1LEX	ar	estar
S0474	2	tá	F1LEX	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	Abbr=Yes|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
S0478	31	breve	L1LEX	breve	brevemente
S0478	31	breve	F1LEX	Number=Sing	Abbr=Yes
S0480	30	pague	LmLEX	paguar	pagar
S0482	15	concede	LmLEX	concedir	conceder
S0484	17	mantenham	LmLEX	mar	manter
S0485	3	refletem	L1LEX	refleter	refletir

==========================================================

Lchanged - fixed: 87
LnoLEX   - fixed: 3
L1LEX    - fixed: 32
LmLEX    - fixed: 31
LunkTAG  - fixed: 0
LdaysW   - fixed: 0
Lmonth   - fixed: 0
LuAbbr   - fixed: 5
Lord     - fixed: 0
LrepTAG  - fixed: 16
Fchanged - fixed: 25
FnoLEX   - fixed: 11
F1LEX    - fixed: 2
FmLEX    - fixed: 3
FunkTAG  - fixed: 0
FdaysW   - fixed: 0
Fmonth   - fixed: 0
FuAbbr   - fixed: 4
Ford     - fixed: 0
FrepTAG  - fixed: 5
