rule,human_mean,machine_mean,difference,abs_difference,human_docs,machine_docs,pct_human_docs,pct_machine_docs,u_statistic,u_p_value,cohens_d,effect_size,characteristic_of,q_value,significant_fdr_005
"NOUN(PUNCT/punct, *, NOUN/nmod, PUNCT/punct)",0.011205608780642083,0.0007126258249860744,0.010492982955656009,0.010492982955656009,5,1,25.0,5.0,242.5,0.06746399878132199,0.6927954367827458,medium,human,0.22732434371967192,False
"VERB(NOUN/nsubj, *, VERB/ccomp, PUNCT/punct)",0.0038691899413264993,0.013583761516371085,-0.009714571575044585,0.009714571575044585,4,14,20.0,70.0,99.0,0.0029103145792349484,-0.9774112840039545,large,machine,0.03222133998438693,True
"NOUN(DET/det, *, ADJ/amod)",0.007231427780717323,0.01682658650942629,-0.009595158728708968,0.009595158728708968,6,17,30.0,85.0,108.0,0.010005916596164,-0.7480036041195228,medium,machine,0.07385319392406763,False
"NOUN(*, ADJ/amod)",0.009371077488883644,0.01893217154079157,-0.009561094051907925,0.009561094051907925,6,15,30.0,75.0,117.0,0.01820255306095077,-0.5978050537633435,medium,machine,0.10582220353846385,False
DET(*),0.3681069106938412,0.3588054459365713,0.009301464757269895,0.009301464757269895,20,20,100.0,100.0,241.0,0.2732851201810752,0.1413819730969285,negligible,human,0.4868872830812259,False
"NOUN(ADP/case, DET/det, *, NOUN/conj)",0.011246499754741155,0.002026133535893521,0.009220366218847635,0.009220366218847635,3,3,15.0,15.0,204.5,0.8617479277008719,0.38332959277318535,small,human,0.9540780628116797,False
"NOUN(ADP/case, DET/det, DET/det, *)",0.011181419638385754,0.0020025915658270126,0.00917882807255874,0.00917882807255874,4,4,20.0,20.0,208.0,0.7715392391507198,0.565336704877718,medium,human,0.8829149996996701,False
*(PROPN),0.002213073282050703,0.01130115120958862,-0.009088077927537916,0.009088077927537916,2,15,10.0,75.0,72.0,0.00012721672610838166,-1.0877420087140668,large,machine,0.0049296481366997895,True
"VERB(PRON/nsubj, *, VERB/xcomp)",0.0,0.009053425368139901,-0.009053425368139901,0.009053425368139901,0,13,0.0,65.0,70.0,2.5658810724658614e-05,-1.6823083809998776,large,machine,0.0013257052207740283,True
"NOUN(ADP/case, *, ADJ/amod, NOUN/nmod)",0.0016240374524120276,0.010334852053768141,-0.008710814601356113,0.008710814601356113,1,13,5.0,65.0,86.5,0.00033276904080425013,-1.0510930635438733,large,machine,0.010315840264931753,True
"ADV(*, SCONJ/fixed)",0.0,0.008375074778305448,-0.008375074778305448,0.008375074778305448,0,9,0.0,45.0,110.0,0.0009302976856460412,-1.2288435211384447,large,machine,0.014376214956241497,True
"VERB(*, NOUN/obl)",0.006376866026725432,0.014611847311631423,-0.00823498128490599,0.00823498128490599,3,14,15.0,70.0,94.0,0.0015211685883838317,-0.4545187535321218,small,machine,0.019648427599957826,True
"PRON(*, PRON/fixed)",0.010948955312591335,0.0029117458907450223,0.008037209421846311,0.008037209421846311,8,4,40.0,20.0,256.0,0.06404772555311068,0.7345227419508815,medium,human,0.22732434371967192,False
"PROPN(ADP/case, DET/det, *, PROPN/flat:name)",0.010773460283378267,0.018556958506625233,-0.007783498223246966,0.007783498223246966,5,11,25.0,55.0,148.5,0.11927842120584095,-0.3706267570307675,small,machine,0.28887742635789604,False
"ADV(*, NOUN/obl)",0.0,0.00763758438687698,-0.00763758438687698,0.00763758438687698,0,8,0.0,40.0,120.0,0.0020850808867877617,-0.9556412516551546,large,machine,0.02486057980400793,True
"NOUN(*, ADJ/amod, VERB/acl)",0.0,0.007603915973130887,-0.007603915973130887,0.007603915973130887,0,6,0.0,30.0,140.0,0.009584367926958772,-0.8139162975360328,large,machine,0.07385319392406763,False
"PROPN(ADP/case, *)",0.015400027477193105,0.022930553529866,-0.0075305260526728965,0.0075305260526728965,8,17,40.0,85.0,138.0,0.08743661405824822,-0.3928242912307362,small,machine,0.2710535035805695,False
"VERB(PRON/nsubj, *, NOUN/obj)",0.0021582124565495053,0.00957752695895607,-0.007419314502406565,0.007419314502406565,2,9,10.0,45.0,133.0,0.02224786860088999,-0.709543224906814,medium,machine,0.1149473211045983,False
"NOUN(*, PROPN/nmod)",0.0020081347612176557,0.009372606700838334,-0.007364471939620678,0.007364471939620678,2,8,10.0,40.0,138.0,0.028703172884316164,-0.743970643923715,medium,machine,0.13085269991379428,False
"NOUN(ADP/case, *, ADJ/amod, PROPN/nmod)",0.0,0.007213489861628525,-0.007213489861628525,0.007213489861628525,0,9,0.0,45.0,110.0,0.0009302976856460412,-1.1232944892361965,large,machine,0.014376214956241497,True
"NOUN(ADP/case, *, PROPN/nmod)",0.00427108751618179,0.011436598370790777,-0.007165510854608988,0.007165510854608988,3,11,15.0,55.0,129.5,0.026224181348738,-0.5926793555668981,medium,machine,0.1270233784079497,False
"NOUN(ADP/case, NUM/nummod, *)",0.012037700358558393,0.00495488243532805,0.007082817923230343,0.007082817923230343,9,8,45.0,40.0,235.0,0.29981228185750697,0.5729754780753613,medium,human,0.5172151057513843,False
"NOUN(ADP/case, *, VERB/acl)",0.0005267840320524167,0.007503719007888686,-0.006976934975836269,0.006976934975836269,1,9,5.0,45.0,116.5,0.0031542766646059446,-1.073809125959126,large,machine,0.032594192200928095,True
"PRON(ADP/case, *)",0.01500451718390417,0.00823300356814027,0.0067715136157639,0.0067715136157639,6,11,30.0,55.0,182.0,0.5989359278602393,0.33896896676471655,small,human,0.7736255734861425,False
"NOUN(ADP/case, DET/det, *, VERB/acl)",0.0014414073169128712,0.008104057379433984,-0.006662650062521112,0.006662650062521112,1,9,5.0,45.0,123.5,0.006865461075844546,-0.776610968544857,medium,machine,0.06650915417224404,False
PRON(*),0.0911186060622661,0.0845285440392595,0.006590062023006604,0.006590062023006604,20,20,100.0,100.0,198.0,0.9676346083712113,0.15091654702799856,negligible,human,1.0,False
"VERB(PUNCT/punct, *, NOUN/obj, NOUN/obl)",0.0,0.00640416250127893,-0.00640416250127893,0.00640416250127893,0,6,0.0,30.0,140.0,0.009584367926958772,-0.861098360099498,large,machine,0.07385319392406763,False
"NOUN(NUM/nummod, *)",0.00872220224257603,0.014841054608368884,-0.006118852365792854,0.006118852365792854,6,9,30.0,45.0,170.0,0.3587747694897211,-0.3206821990302053,small,machine,0.5732998893907915,False
"VERB(*, NOUN/obj, NOUN/obl)",0.008618050318852514,0.002524068035594096,0.006093982283258418,0.006093982283258418,3,3,15.0,15.0,204.5,0.8617479277008719,0.4019090006749302,small,human,0.9540780628116797,False
"PROPN(PUNCT/punct, *, PROPN/flat:name, PUNCT/punct)",0.0,0.006019200505536389,-0.006019200505536389,0.006019200505536389,0,5,0.0,25.0,150.0,0.019798992920099685,-0.7893793630130364,medium,machine,0.10582220353846385,False
"NOUN(ADP/case, *, ADJ/amod, PUNCT/punct)",0.0,0.005795554599986526,-0.005795554599986526,0.005795554599986526,0,6,0.0,30.0,140.0,0.009584367926958772,-0.8592019370459315,large,machine,0.07385319392406763,False
"NOUN(PUNCT/punct, *)",0.012707075698056796,0.007100462945230097,0.005606612752826699,0.005606612752826699,6,6,30.0,30.0,213.0,0.6766178681454846,0.32490431050724267,small,human,0.8395851106436756,False
*(ADJ),0.012548529998601173,0.006974619213224803,0.00557391078537637,0.00557391078537637,7,8,35.0,40.0,213.0,0.6973820173273034,0.3790942990361858,small,human,0.85113553295852,False
"PROPN(DET/det, *)",0.005649512994036037,0.011128368168976152,-0.005478855174940115,0.005478855174940115,5,11,25.0,55.0,139.5,0.06684466488447242,-0.4657876751958845,small,machine,0.22732434371967192,False
"ADJ(CCONJ/cc, *)",0.008762798321103953,0.0034380591832810863,0.005324739137822866,0.005324739137822866,7,4,35.0,20.0,239.0,0.18565688416728499,0.5004992452280081,medium,human,0.37407808997234343,False
"VERB(PRON/nsubj, *, NOUN/obj, NOUN/obl)",0.0,0.005141188120290673,-0.005141188120290673,0.005141188120290673,0,5,0.0,25.0,150.0,0.019798992920099685,-0.6089456104838488,medium,machine,0.10582220353846385,False
"PRON(*, VERB/acl:relcl)",0.00948890740700676,0.004422479547281924,0.005066427859724836,0.005066427859724836,6,7,30.0,35.0,211.0,0.7329046814150886,0.4200392102733076,small,human,0.8806219040258816,False
"NOUN(DET/det, *, PROPN/nmod, NOUN/nmod)",0.007559946106299574,0.0024997077987253015,0.005060238307574272,0.005060238307574272,2,4,10.0,20.0,184.0,0.49978407560785165,0.27005926183908474,small,human,0.707714945806663,False
"NOUN(*, NOUN/nmod)",0.015145161484049947,0.020199582727606614,-0.005054421243556668,0.005054421243556668,14,17,70.0,85.0,171.0,0.43816022423487366,-0.3457961612027715,small,machine,0.6674560269551144,False
"ADP(*, DET/fixed, NOUN/fixed)",0.0,0.005033950077640762,-0.005033950077640762,0.005033950077640762,0,5,0.0,25.0,150.0,0.019798992920099685,-0.7924425895517383,medium,machine,0.10582220353846385,False
"NOUN(*, VERB/acl:relcl)",0.0017542520424567432,0.006721048685885372,-0.004966796643428629,0.004966796643428629,1,8,5.0,40.0,134.0,0.015393456380801512,-0.6068662910062045,medium,machine,0.10206827770799132,False
"NOUN(ADP/case, *, NUM/nmod)",0.008111913318463605,0.003163034127906405,0.0049488791905572,0.0049488791905572,4,2,20.0,10.0,221.0,0.37211616496314304,0.31459990066588295,small,human,0.5885510772376242,False
SYM(*),0.020116970836552638,0.025061849653485596,-0.0049448788169329586,0.0049448788169329586,8,12,40.0,60.0,167.0,0.3473707839453033,-0.14792441937503756,negligible,machine,0.5608590782450209,False
"VERB(PUNCT/punct, *, NOUN/obj)",0.003030501547109476,0.0079221105397547,-0.004891608992645225,0.004891608992645225,1,7,5.0,35.0,143.5,0.03015587349716632,-0.39071515426480924,small,machine,0.13354743977316513,False
"VERB(CCONJ/cc, *, NOUN/obl)",0.00804230216767949,0.0033340446429770748,0.004708257524702415,0.004708257524702415,3,3,15.0,15.0,204.5,0.8617479277008719,0.30027074576139373,small,human,0.9540780628116797,False
"NOUN(PUNCT/punct, ADP/case, *, NOUN/nmod)",0.0012410045913705296,0.005945533743590591,-0.004704529152220062,0.004704529152220062,1,7,5.0,35.0,142.5,0.027331395773759273,-0.6390198782039095,medium,machine,0.12837473772523295,False
"NOUN(*, ADJ/amod, NOUN/nmod)",0.004041489856465958,0.008709136909604965,-0.0046676470531390075,0.0046676470531390075,3,11,15.0,55.0,123.5,0.015804120419301883,-0.42370068454632176,small,machine,0.10206827770799132,False
"PROPN(CCONJ/cc, *)",0.0020589849072599913,0.006725067192162435,-0.004666082284902444,0.004666082284902444,2,6,10.0,30.0,158.0,0.10812672144196314,-0.5252946812924307,medium,machine,0.27932736372507144,False
"ADJ(*, NOUN/obl)",0.0026483141877590008,0.007227712227620725,-0.004579398039861724,0.004579398039861724,2,7,10.0,35.0,153.0,0.08540769349871778,-0.4711528485535432,small,machine,0.2701671937204338,False
"PROPN(*, PROPN/flat:name, PROPN/flat:name)",0.001719846198630338,0.00626134942665727,-0.004541503228026931,0.004541503228026931,1,4,5.0,20.0,171.0,0.17972795098977,-0.43097586135734467,small,machine,0.37407808997234343,False
"NOUN(ADP/case, DET/det, *, NOUN/nmod)",0.0227084032564265,0.01819389832739628,0.00451450492903022,0.00451450492903022,15,16,75.0,80.0,227.0,0.4709732445930763,0.24225741540776735,small,human,0.695246218208827,False
"VERB(NOUN/nsubj, *, PUNCT/punct)",0.0,0.004468058347626235,-0.004468058347626235,0.004468058347626235,0,6,0.0,30.0,140.0,0.009584367926958772,-0.8426364652366811,large,machine,0.07385319392406763,False
"VERB(CCONJ/cc, *, VERB/xcomp)",0.0012135607495614195,0.00564388334727624,-0.00443032259771482,0.00443032259771482,1,5,5.0,25.0,160.5,0.08951565585589712,-0.5210364111472037,medium,machine,0.2720573854443932,False
"NOUN(DET/det, *, PROPN/nmod)",0.011494524165296793,0.015858675898282562,-0.0043641517329857694,0.0043641517329857694,8,11,40.0,55.0,171.0,0.40457454981914154,-0.239649492580331,small,machine,0.6334248002218883,False
"NOUN(ADP/case, DET/det, *, VERB/acl:relcl)",0.0017375089759594814,0.006052844749805321,-0.00431533577384584,0.00431533577384584,2,7,10.0,35.0,150.0,0.0670837247805681,-0.5734339424490673,medium,machine,0.22732434371967192,False
"NOUN(ADP/case, DET/det, ADJ/amod, *, NOUN/nmod)",0.0006296043161869173,0.0049197499409828855,-0.004290145624795968,0.004290145624795968,1,5,5.0,25.0,158.5,0.07425597169600405,-0.6347407372790823,medium,machine,0.23978490860167972,False
"NOUN(ADP/case, DET/det, *, ADJ/amod)",0.016028510535155364,0.020268228350833715,-0.004239717815678352,0.004239717815678352,10,18,50.0,90.0,140.0,0.1027816385935799,-0.23532540560237233,small,machine,0.27932736372507144,False
"NOUN(DET/det, *, VERB/acl:relcl)",0.0033553681774480897,0.007454871840684335,-0.004099503663236245,0.004099503663236245,3,11,15.0,55.0,124.5,0.017235150132798308,-0.47068775474003566,small,machine,0.10582220353846385,False
"NOUN(ADP/case, *, NOUN/nmod)",0.02262924549588544,0.0185516246867584,0.00407762080912704,0.00407762080912704,14,16,70.0,80.0,211.0,0.7746867094139042,0.19722393824214382,negligible,human,0.8829149996996701,False
"ADV(ADP/case, *)",0.007674894052107313,0.00362329610168546,0.004051597950421853,0.004051597950421853,3,5,15.0,25.0,184.5,0.5614263561000019,0.22498393952791026,small,human,0.7437699589358999,False
"VERB(ADP/mark, *, NOUN/obl)",0.008750969861651258,0.004753404541807234,0.003997565319844024,0.003997565319844024,4,6,20.0,30.0,188.0,0.6825014447813105,0.25359052639757207,small,human,0.8395851106436756,False
"VERB(ADP/mark, *, NOUN/obj, VERB/conj)",0.0061869950832358096,0.0022910040488961355,0.003895991034339674,0.003895991034339674,3,3,15.0,15.0,204.5,0.8617479277008719,0.32764230618279655,small,human,0.9540780628116797,False
"VERB(CCONJ/cc, *, NOUN/obj, NOUN/obl)",0.0021330740395080067,0.005977710913221793,-0.0038446368737137864,0.0038446368737137864,1,6,5.0,30.0,153.0,0.0575426096982425,-0.38997494866706833,small,machine,0.2175391342250631,False
NUM(*),0.062175893163842054,0.05838737307001427,0.0037885200938277824,0.0037885200938277824,17,20,85.0,100.0,162.0,0.3103114622692137,0.07077459563293888,negligible,human,0.5172151057513843,False
"NOUN(DET/det, *, ADJ/amod, PROPN/nmod)",0.0010003500268028667,0.0047572122813393375,-0.0037568622545364706,0.0037568622545364706,1,6,5.0,30.0,152.0,0.0523786422443844,-0.5746242671430143,medium,machine,0.2081715268687072,False
"NOUN(ADJ/amod, *)",0.005095601001420209,0.0015159567222501097,0.0035796442791700997,0.0035796442791700997,3,2,15.0,10.0,213.0,0.5562517286918012,0.3854755399571401,small,human,0.7437699589358999,False
"NUM(PUNCT/punct, *, PUNCT/punct)",0.006589452884415948,0.0031770726373759003,0.0034123802470400473,0.0034123802470400473,3,5,15.0,25.0,187.5,0.6422327219393262,0.27409721198456855,small,human,0.8159514090212752,False
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name)",0.002087684577781107,0.005496759486959419,-0.0034090749091783123,0.0034090749091783123,2,6,10.0,30.0,159.0,0.11689156196968109,-0.42137681390427106,small,machine,0.28887742635789604,False
"VERB(NOUN/nsubj, *, NOUN/obj, PUNCT/punct)",0.00397627314069651,0.007375520414265343,-0.0033992472735688336,0.0033992472735688336,3,11,15.0,55.0,133.5,0.03609512208535764,-0.36872425635792827,small,machine,0.15540955342306761,False
"NOUN(ADP/case, DET/det, ADJ/amod, *)",0.005216009869395055,0.008519463370909875,-0.0033034535015148206,0.0033034535015148206,4,9,20.0,45.0,158.0,0.17739922229446037,-0.2747712166251024,small,machine,0.37407808997234343,False
"ADJ(ADV/advmod, *)",0.006210462237931348,0.0029733104634348307,0.0032371517744965174,0.0032371517744965174,4,5,20.0,25.0,200.0,1.0,0.3063549207087048,small,human,1.0,False
"VERB(NOUN/nsubj, ADV/advmod, *, NOUN/obj, PUNCT/punct)",0.00200968991314424,0.0052325282636355545,-0.0032228383504913144,0.0032228383504913144,1,6,5.0,30.0,153.0,0.0575426096982425,-0.37466867649239377,small,machine,0.2175391342250631,False
"NOUN(CCONJ/cc, *, ADJ/amod)",0.006087583408805913,0.002961678826351891,0.003125904582454022,0.003125904582454022,3,4,15.0,20.0,196.0,0.8863312464374042,0.2725393110243374,small,human,0.9743357673602671,False
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, PUNCT/punct)",0.001474906529748517,0.004565446862140823,-0.003090540332392306,0.003090540332392306,1,5,5.0,25.0,162.5,0.10720513919522957,-0.41865581965173165,small,machine,0.27932736372507144,False
"NUM(ADP/case, *)",0.009335011046083388,0.012363758267274644,-0.0030287472211912563,0.0030287472211912563,5,11,25.0,55.0,148.5,0.11927842120584095,-0.17294061068650604,negligible,machine,0.28887742635789604,False
"NOUN(DET/det, *)",0.05557436773541724,0.052573906160580754,0.003000461574836487,0.003000461574836487,20,20,100.0,100.0,199.0,0.9892089047911196,0.11851343464221001,negligible,human,1.0,False
"NOUN(*, NOUN/nmod, NOUN/nmod)",0.006111913991016476,0.003145464018654241,0.0029664499723622353,0.0029664499723622353,1,4,5.0,20.0,172.0,0.19548596959845044,0.1532314207552742,negligible,human,0.37407808997234343,False
"NOUN(*, ADJ/amod, VERB/acl:relcl)",0.001629109557633517,0.004582935415901014,-0.002953825858267497,0.002953825858267497,1,5,5.0,25.0,162.5,0.10720513919522957,-0.3673831278929734,small,machine,0.27932736372507144,False
"VERB(*, NOUN/obl, NOUN/obl)",0.0021115666767655547,0.004983451881091545,-0.0028718852043259904,0.0028718852043259904,1,5,5.0,25.0,162.5,0.10720513919522957,-0.30818987964092615,small,machine,0.27932736372507144,False
"NOUN(DET/det, ADJ/amod, *)",0.001666582965736883,0.004317328969877654,-0.0026507460041407713,0.0026507460041407713,1,5,5.0,25.0,162.5,0.10720513919522957,-0.3360909471668041,small,machine,0.27932736372507144,False
"VERB(*, VERB/ccomp)",0.005760857982964178,0.003116583008232597,0.0026442749747315813,0.0026442749747315813,2,3,10.0,15.0,193.0,0.7596218659702029,0.18702575852833683,negligible,human,0.8829149996996701,False
"VERB(*, NOUN/obj)",0.009063477155157646,0.0116174486898576,-0.002553971534699955,0.002553971534699955,9,13,45.0,65.0,173.5,0.460741610816085,-0.23426147240845793,small,machine,0.686682208427819,False
"NOUN(DET/det, *, NOUN/nmod, NOUN/nmod)",0.006920039469774418,0.004403577882935286,0.002516461586839132,0.002516461586839132,5,6,25.0,30.0,199.0,0.9862860041374929,0.22760730015601366,small,human,1.0,False
"NOUN(ADP/case, DET/det, *, PUNCT/punct)",0.0072808007446725385,0.00480039946263925,0.0024804012820332884,0.0024804012820332884,3,5,15.0,25.0,186.5,0.6147573751263771,0.17039985875658645,negligible,human,0.7874991168974251,False
"NOUN(NUM/nummod, *, NOUN/nmod)",0.002521936207156359,0.0049747664284265575,-0.0024528302212701984,0.0024528302212701984,2,6,10.0,30.0,165.0,0.18165858629930465,-0.3114458530737938,small,machine,0.37407808997234343,False
"ADJ(*, ADJ/conj)",0.005027627395848765,0.002622936668915514,0.002404690726933251,0.002404690726933251,4,3,20.0,15.0,214.0,0.58137946463042,0.27282903106278517,small,human,0.757258966535421,False
"ADV(ADV/advmod, *)",0.005984927283371645,0.0036736073976421533,0.0023113198857294915,0.0023113198857294915,3,6,15.0,30.0,179.0,0.44824770699982186,0.1921363964760029,negligible,human,0.6745475202424503,False
"NOUN(*, NOUN/conj)",0.001474906529748517,0.0036664760374788634,-0.0021915695077303465,0.0021915695077303465,1,5,5.0,25.0,162.5,0.10720513919522957,-0.3404525636899493,small,machine,0.27932736372507144,False
"VERB(CCONJ/cc, *, NOUN/obj)",0.0029158803192682555,0.005020777107291962,-0.002104896788023707,0.002104896788023707,3,6,15.0,30.0,172.0,0.30901795207095106,-0.26464230440177927,small,machine,0.5172151057513843,False
"VERB(NOUN/nsubj, *, NOUN/obj, NOUN/obl, PUNCT/punct)",0.0027705642010817074,0.004865714427113742,-0.0020951502260320347,0.0020951502260320347,1,4,5.0,20.0,172.0,0.19548596959845044,-0.18087468845362048,negligible,machine,0.37407808997234343,False
"NUM(*, NOUN/nmod)",0.005361466675105817,0.003328604244274462,0.0020328624308313553,0.0020328624308313553,2,3,10.0,15.0,192.0,0.7240503364840416,0.13877061609431782,negligible,human,0.8767797043361442,False
"NUM(ADV/advmod, *)",0.007902101337503676,0.009696850503683995,-0.0017947491661803195,0.0017947491661803195,7,13,35.0,65.0,160.5,0.25947131340338636,-0.15592191295485186,negligible,machine,0.46765178578517314,False
"NOUN(ADP/case, DET/det, *, ADJ/amod, NOUN/nmod)",0.009006749744455724,0.007234509512106096,0.0017722402323496278,0.0017722402323496278,7,9,35.0,45.0,196.5,0.926987366301457,0.14423909926231693,negligible,human,0.9879785709133265,False
"NOUN(ADP/case, ADJ/amod, *)",0.0037172996395854864,0.002016963461025639,0.0017003361785598472,0.0017003361785598472,3,3,15.0,15.0,202.5,0.9306120732473914,0.2238430375257282,small,human,0.9879785709133265,False
"ADP(*, DET/fixed)",0.006061464147908621,0.004472464336623979,0.0015889998112846417,0.0015889998112846417,3,3,15.0,15.0,201.5,0.9652731605495289,0.11181994436280658,negligible,human,1.0,False
"PROPN(ADP/case, *, PROPN/flat:name)",0.006447411755498855,0.008025031313337896,-0.0015776195578390403,0.0015776195578390403,4,9,20.0,45.0,159.0,0.1880717446158101,-0.12551428336318857,negligible,machine,0.37407808997234343,False
"NOUN(PUNCT/punct, *, ADJ/amod)",0.00443899578989697,0.002901467160024958,0.001537528629872012,0.001537528629872012,2,3,10.0,15.0,193.0,0.7596218659702029,0.13920553333309377,negligible,human,0.8829149996996701,False
"NOUN(DET/det, *, NOUN/nmod, VERB/acl:relcl)",0.001666582965736883,0.003202683164297783,-0.0015361001985608998,0.0015361001985608998,1,5,5.0,25.0,162.5,0.10720513919522957,-0.2351258169005103,small,machine,0.27932736372507144,False
"NOUN(ADP/case, *, NOUN/nmod, PUNCT/punct)",0.0016523687816007004,0.003175892479738124,-0.0015235236981374235,0.0015235236981374235,1,4,5.0,20.0,172.0,0.19548596959845044,-0.21391838086810824,small,machine,0.37407808997234343,False
"VERB(NOUN/ccomp:speech, *, NOUN/nsubj, PUNCT/punct)",0.001719846198630338,0.00320998236393552,-0.0014901361653051818,0.0014901361653051818,1,4,5.0,20.0,172.0,0.19548596959845044,-0.20608350089417554,small,machine,0.37407808997234343,False
"NOUN(DET/det, *, VERB/acl)",0.006332808533970403,0.004887791527990307,0.0014450170059800965,0.0014450170059800965,6,7,30.0,35.0,201.0,0.9870344062900972,0.1560036536957126,negligible,human,1.0,False
"NOUN(*, VERB/acl)",0.007055727064018769,0.008498627983632153,-0.0014429009196133841,0.0014429009196133841,6,12,30.0,60.0,155.0,0.1874371606946863,-0.13156350685312865,negligible,machine,0.37407808997234343,False
"PROPN(PUNCT/punct, *)",0.0059241958623372825,0.004491549688532858,0.001432646173804424,0.001432646173804424,3,3,15.0,15.0,202.5,0.9306120732473914,0.10683899197910655,negligible,human,0.9879785709133265,False
