rule,human_mean,machine_mean,difference,abs_difference,human_docs,machine_docs,pct_human_docs,pct_machine_docs,u_statistic,u_p_value,cohens_d,effect_size,characteristic_of,q_value,significant_fdr_005
"PROPN(ADP/case, DET/det, *, PROPN/flat:name)",0.010773460283378267,0.018556958506625233,-0.007783498223246966,0.007783498223246966,5,11,25.0,55.0,148.5,0.11927842120584095,-0.3706267570307675,small,machine,0.28887742635789604,False
"ADV(*, NOUN/obl)",0.0,0.00763758438687698,-0.00763758438687698,0.00763758438687698,0,8,0.0,40.0,120.0,0.0020850808867877617,-0.9556412516551546,large,machine,0.02486057980400793,True
"NOUN(*, ADJ/amod, VERB/acl)",0.0,0.007603915973130887,-0.007603915973130887,0.007603915973130887,0,6,0.0,30.0,140.0,0.009584367926958772,-0.8139162975360328,large,machine,0.07385319392406763,False
"PROPN(ADP/case, *)",0.015400027477193105,0.022930553529866,-0.0075305260526728965,0.0075305260526728965,8,17,40.0,85.0,138.0,0.08743661405824822,-0.3928242912307362,small,machine,0.2710535035805695,False
"VERB(PRON/nsubj, *, NOUN/obj)",0.0021582124565495053,0.00957752695895607,-0.007419314502406565,0.007419314502406565,2,9,10.0,45.0,133.0,0.02224786860088999,-0.709543224906814,medium,machine,0.1149473211045983,False
"NOUN(*, PROPN/nmod)",0.0020081347612176557,0.009372606700838334,-0.007364471939620678,0.007364471939620678,2,8,10.0,40.0,138.0,0.028703172884316164,-0.743970643923715,medium,machine,0.13085269991379428,False
"NOUN(ADP/case, *, ADJ/amod, PROPN/nmod)",0.0,0.007213489861628525,-0.007213489861628525,0.007213489861628525,0,9,0.0,45.0,110.0,0.0009302976856460412,-1.1232944892361965,large,machine,0.014376214956241497,True
"NOUN(ADP/case, *, PROPN/nmod)",0.00427108751618179,0.011436598370790777,-0.007165510854608988,0.007165510854608988,3,11,15.0,55.0,129.5,0.026224181348738,-0.5926793555668981,medium,machine,0.1270233784079497,False
"NOUN(ADP/case, *, VERB/acl)",0.0005267840320524167,0.007503719007888686,-0.006976934975836269,0.006976934975836269,1,9,5.0,45.0,116.5,0.0031542766646059446,-1.073809125959126,large,machine,0.032594192200928095,True
"NOUN(ADP/case, DET/det, *, VERB/acl)",0.0014414073169128712,0.008104057379433984,-0.006662650062521112,0.006662650062521112,1,9,5.0,45.0,123.5,0.006865461075844546,-0.776610968544857,medium,machine,0.06650915417224404,False
"VERB(PUNCT/punct, *, NOUN/obj, NOUN/obl)",0.0,0.00640416250127893,-0.00640416250127893,0.00640416250127893,0,6,0.0,30.0,140.0,0.009584367926958772,-0.861098360099498,large,machine,0.07385319392406763,False
"NOUN(NUM/nummod, *)",0.00872220224257603,0.014841054608368884,-0.006118852365792854,0.006118852365792854,6,9,30.0,45.0,170.0,0.3587747694897211,-0.3206821990302053,small,machine,0.5732998893907915,False
"PROPN(PUNCT/punct, *, PROPN/flat:name, PUNCT/punct)",0.0,0.006019200505536389,-0.006019200505536389,0.006019200505536389,0,5,0.0,25.0,150.0,0.019798992920099685,-0.7893793630130364,medium,machine,0.10582220353846385,False
"NOUN(ADP/case, *, ADJ/amod, PUNCT/punct)",0.0,0.005795554599986526,-0.005795554599986526,0.005795554599986526,0,6,0.0,30.0,140.0,0.009584367926958772,-0.8592019370459315,large,machine,0.07385319392406763,False
"PROPN(DET/det, *)",0.005649512994036037,0.011128368168976152,-0.005478855174940115,0.005478855174940115,5,11,25.0,55.0,139.5,0.06684466488447242,-0.4657876751958845,small,machine,0.22732434371967192,False
"VERB(PRON/nsubj, *, NOUN/obj, NOUN/obl)",0.0,0.005141188120290673,-0.005141188120290673,0.005141188120290673,0,5,0.0,25.0,150.0,0.019798992920099685,-0.6089456104838488,medium,machine,0.10582220353846385,False
"NOUN(*, NOUN/nmod)",0.015145161484049947,0.020199582727606614,-0.005054421243556668,0.005054421243556668,14,17,70.0,85.0,171.0,0.43816022423487366,-0.3457961612027715,small,machine,0.6674560269551144,False
"ADP(*, DET/fixed, NOUN/fixed)",0.0,0.005033950077640762,-0.005033950077640762,0.005033950077640762,0,5,0.0,25.0,150.0,0.019798992920099685,-0.7924425895517383,medium,machine,0.10582220353846385,False
"NOUN(*, VERB/acl:relcl)",0.0017542520424567432,0.006721048685885372,-0.004966796643428629,0.004966796643428629,1,8,5.0,40.0,134.0,0.015393456380801512,-0.6068662910062045,medium,machine,0.10206827770799132,False
SYM(*),0.020116970836552638,0.025061849653485596,-0.0049448788169329586,0.0049448788169329586,8,12,40.0,60.0,167.0,0.3473707839453033,-0.14792441937503756,negligible,machine,0.5608590782450209,False
"VERB(PUNCT/punct, *, NOUN/obj)",0.003030501547109476,0.0079221105397547,-0.004891608992645225,0.004891608992645225,1,7,5.0,35.0,143.5,0.03015587349716632,-0.39071515426480924,small,machine,0.13354743977316513,False
"NOUN(PUNCT/punct, ADP/case, *, NOUN/nmod)",0.0012410045913705296,0.005945533743590591,-0.004704529152220062,0.004704529152220062,1,7,5.0,35.0,142.5,0.027331395773759273,-0.6390198782039095,medium,machine,0.12837473772523295,False
"NOUN(*, ADJ/amod, NOUN/nmod)",0.004041489856465958,0.008709136909604965,-0.0046676470531390075,0.0046676470531390075,3,11,15.0,55.0,123.5,0.015804120419301883,-0.42370068454632176,small,machine,0.10206827770799132,False
"PROPN(CCONJ/cc, *)",0.0020589849072599913,0.006725067192162435,-0.004666082284902444,0.004666082284902444,2,6,10.0,30.0,158.0,0.10812672144196314,-0.5252946812924307,medium,machine,0.27932736372507144,False
"ADJ(*, NOUN/obl)",0.0026483141877590008,0.007227712227620725,-0.004579398039861724,0.004579398039861724,2,7,10.0,35.0,153.0,0.08540769349871778,-0.4711528485535432,small,machine,0.2701671937204338,False
"PROPN(*, PROPN/flat:name, PROPN/flat:name)",0.001719846198630338,0.00626134942665727,-0.004541503228026931,0.004541503228026931,1,4,5.0,20.0,171.0,0.17972795098977,-0.43097586135734467,small,machine,0.37407808997234343,False
"VERB(NOUN/nsubj, *, PUNCT/punct)",0.0,0.004468058347626235,-0.004468058347626235,0.004468058347626235,0,6,0.0,30.0,140.0,0.009584367926958772,-0.8426364652366811,large,machine,0.07385319392406763,False
"VERB(CCONJ/cc, *, VERB/xcomp)",0.0012135607495614195,0.00564388334727624,-0.00443032259771482,0.00443032259771482,1,5,5.0,25.0,160.5,0.08951565585589712,-0.5210364111472037,medium,machine,0.2720573854443932,False
"NOUN(DET/det, *, PROPN/nmod)",0.011494524165296793,0.015858675898282562,-0.0043641517329857694,0.0043641517329857694,8,11,40.0,55.0,171.0,0.40457454981914154,-0.239649492580331,small,machine,0.6334248002218883,False
